model_id,layer,head,alpha,direction,prompt_type,a,b,label,base_margin,steered_margin,margin_shift,flipped
Qwen/Qwen3-4B,22,5,10.0,minus,clean,88,71,Yes,4.21875,0.89111328125,-3.32763671875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,28,87,No,-4.359375,-6.078125,-1.71875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,41,98,No,-4.953125,-6.59375,-1.640625,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,99,7,Yes,4.296875,-0.43701171875,-4.73388671875,1
Qwen/Qwen3-4B,22,5,10.0,minus,clean,29,4,Yes,4.46875,-0.421875,-4.890625,1
Qwen/Qwen3-4B,22,5,10.0,minus,clean,40,51,No,-3.65625,-6.21875,-2.5625,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,34,8,Yes,4.921875,1.40625,-3.515625,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,27,72,No,-3.234375,-5.6875,-2.453125,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,91,40,Yes,3.59375,-0.046875,-3.640625,1
Qwen/Qwen3-4B,22,5,10.0,minus,clean,27,83,No,-3.375,-5.734375,-2.359375,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,63,50,Yes,4.546875,1.203125,-3.34375,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,82,58,Yes,4.328125,1.359375,-2.96875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,18,33,No,-5.296875,-6.984375,-1.6875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,17,31,No,-4.125,-6.078125,-1.953125,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,95,71,Yes,4.109375,0.84375,-3.265625,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,68,33,Yes,4.609375,1.4375,-3.171875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,95,74,Yes,4.078125,0.734375,-3.34375,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,54,74,No,-5.453125,-6.84375,-1.390625,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,51,46,Yes,4.28125,1.1875,-3.09375,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,28,17,Yes,4.703125,1.5625,-3.140625,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,65,63,Yes,4.421875,1.203125,-3.21875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,11,96,No,-6.15625,-7.609375,-1.453125,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,6,14,No,-5.703125,-7.171875,-1.46875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,19,80,No,-5.203125,-6.90625,-1.703125,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,20,87,No,-4.875,-6.5,-1.625,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,54,76,No,-5.390625,-6.8125,-1.421875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,8,49,No,-5.53125,-6.5625,-1.03125,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,48,76,No,-4.5,-6.421875,-1.921875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,59,67,No,-5.59375,-7.515625,-1.921875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,32,70,No,-4.5625,-6.71875,-2.15625,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,1,87,No,-5.796875,-6.875,-1.078125,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,92,14,Yes,4.484375,1.125,-3.359375,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,87,68,Yes,4.21875,1.25,-2.96875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,96,34,Yes,4.4375,1.28125,-3.15625,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,98,82,Yes,4.3125,1.296875,-3.015625,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,43,14,Yes,4.78125,1.8583984375,-2.9228515625,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,37,55,No,-4.8125,-6.75,-1.9375,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,20,58,No,-3.4375,-5.859375,-2.421875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,0,92,No,-6.703125,-7.09375,-0.390625,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,92,33,Yes,4.53125,1.03125,-3.5,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,64,97,No,-4.8125,-6.484375,-1.671875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,22,64,No,-5.765625,-7.359375,-1.59375,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,13,80,No,-5.15625,-6.8125,-1.65625,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,38,81,No,-4.71875,-6.265625,-1.546875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,64,77,No,-4.921875,-6.71875,-1.796875,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,25,19,Yes,4.6875,1.546875,-3.140625,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,47,97,No,-5.0,-6.59375,-1.59375,0
Qwen/Qwen3-4B,22,5,10.0,minus,clean,20,69,No,-4.578125,-7.09375,-2.515625,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,81,14,Yes,4.5,5.390625,0.890625,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,3,94,No,-6.71875,-2.515625,4.203125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,35,31,Yes,4.421875,5.390625,0.96875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,28,17,Yes,4.703125,5.671875,0.96875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,94,13,Yes,4.625,5.625,1.0,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,86,94,No,-6.109375,-1.484375,4.625,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,69,11,Yes,4.515625,5.515625,1.0,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,75,54,Yes,4.140625,5.171875,1.03125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,4,3,Yes,5.125,6.25,1.125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,11,27,No,-4.9375,-0.62451171875,4.31298828125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,29,64,No,-5.21875,-0.53173828125,4.68701171875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,77,3,Yes,4.140625,5.53125,1.390625,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,71,25,Yes,4.375,5.1875,0.8125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,91,83,Yes,4.03125,5.0625,1.03125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,89,69,Yes,4.3125,5.234375,0.921875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,53,28,Yes,4.671875,5.5,0.828125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,57,75,No,-5.734375,-1.140625,4.59375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,35,0,Yes,4.734375,6.09375,1.359375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,97,20,Yes,4.40625,5.328125,0.921875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,89,54,Yes,4.78125,5.578125,0.796875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,43,35,Yes,4.53125,5.515625,0.984375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,19,27,No,-5.15625,-0.46826171875,4.68798828125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,97,43,Yes,4.640625,5.421875,0.78125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,13,11,Yes,4.546875,5.625,1.078125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,48,12,Yes,4.9375,5.8125,0.875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,45,44,Yes,4.609375,5.5625,0.953125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,77,33,Yes,3.796875,5.046875,1.25,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,5,93,No,-6.1875,-1.859375,4.328125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,58,68,No,-5.65625,-0.82861328125,4.82763671875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,15,48,No,-5.21875,-0.96826171875,4.25048828125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,10,70,No,-5.4375,-1.203125,4.234375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,37,80,No,-4.96875,-0.234375,4.734375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,79,46,Yes,4.4375,5.296875,0.859375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,73,24,Yes,4.453125,5.296875,0.84375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,90,8,Yes,4.015625,5.375,1.359375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,5,84,No,-6.3125,-2.125,4.1875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,29,98,No,-5.296875,-0.98486328125,4.31201171875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,37,10,Yes,5.25,6.15625,0.90625,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,29,12,Yes,5.171875,6.015625,0.84375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,48,35,Yes,4.5625,5.53125,0.96875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,58,81,No,-5.359375,-0.65625,4.703125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,46,20,Yes,4.890625,5.765625,0.875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,47,45,Yes,4.828125,5.796875,0.96875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,26,85,No,-4.84375,-0.31298828125,4.53076171875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,34,89,No,-4.1875,0.125,4.3125,1
Qwen/Qwen3-4B,22,5,10.0,plus,clean,87,82,Yes,4.265625,5.203125,0.9375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,9,77,No,-4.90625,-0.79736328125,4.10888671875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,81,21,Yes,4.21875,5.15625,0.9375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,68,93,No,-5.5625,-0.68701171875,4.87548828125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,31,20,Yes,4.890625,5.6875,0.796875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,59,48,Yes,4.71875,5.546875,0.828125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,34,81,No,-4.921875,-0.43701171875,4.48486328125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,88,71,Yes,4.21875,5.15625,0.9375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,28,87,No,-4.359375,-0.14111328125,4.21826171875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,41,98,No,-4.953125,-0.4375,4.515625,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,99,7,Yes,4.296875,5.625,1.328125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,29,4,Yes,4.46875,5.875,1.40625,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,40,51,No,-3.65625,0.95361328125,4.60986328125,1
Qwen/Qwen3-4B,22,5,10.0,plus,clean,34,8,Yes,4.921875,5.953125,1.03125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,27,72,No,-3.234375,0.68798828125,3.92236328125,1
Qwen/Qwen3-4B,22,5,10.0,plus,clean,91,40,Yes,3.59375,4.8125,1.21875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,27,83,No,-3.375,0.90625,4.28125,1
Qwen/Qwen3-4B,22,5,10.0,plus,clean,63,50,Yes,4.546875,5.46875,0.921875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,82,58,Yes,4.328125,5.28125,0.953125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,18,33,No,-5.296875,-0.53125,4.765625,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,17,31,No,-4.125,-0.046875,4.078125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,95,71,Yes,4.109375,5.046875,0.9375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,68,33,Yes,4.609375,5.53125,0.921875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,95,74,Yes,4.078125,5.03125,0.953125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,54,74,No,-5.453125,-0.67236328125,4.78076171875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,51,46,Yes,4.28125,5.25,0.96875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,28,17,Yes,4.703125,5.671875,0.96875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,65,63,Yes,4.421875,5.3125,0.890625,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,11,96,No,-6.15625,-1.625,4.53125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,6,14,No,-5.703125,-1.046875,4.65625,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,19,80,No,-5.203125,-0.84375,4.359375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,20,87,No,-4.875,-0.328125,4.546875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,54,76,No,-5.390625,-0.56298828125,4.82763671875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,8,49,No,-5.53125,-1.421875,4.109375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,48,76,No,-4.5,0.15625,4.65625,1
Qwen/Qwen3-4B,22,5,10.0,plus,clean,59,67,No,-5.59375,-0.46875,5.125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,32,70,No,-4.5625,0.0625,4.625,1
Qwen/Qwen3-4B,22,5,10.0,plus,clean,1,87,No,-5.796875,-1.578125,4.21875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,92,14,Yes,4.484375,5.375,0.890625,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,87,68,Yes,4.21875,5.125,0.90625,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,96,34,Yes,4.4375,5.421875,0.984375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,98,82,Yes,4.3125,5.15625,0.84375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,43,14,Yes,4.78125,5.640625,0.859375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,37,55,No,-4.8125,0.015625,4.828125,1
Qwen/Qwen3-4B,22,5,10.0,plus,clean,20,58,No,-3.4375,0.890625,4.328125,1
Qwen/Qwen3-4B,22,5,10.0,plus,clean,0,92,No,-6.703125,-3.328125,3.375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,92,33,Yes,4.53125,5.453125,0.921875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,64,97,No,-4.8125,-0.28125,4.53125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,22,64,No,-5.765625,-1.21875,4.546875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,13,80,No,-5.15625,-0.98486328125,4.17138671875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,38,81,No,-4.71875,-0.48486328125,4.23388671875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,64,77,No,-4.921875,-0.140625,4.78125,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,25,19,Yes,4.6875,5.609375,0.921875,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,47,97,No,-5.0,-0.65625,4.34375,0
Qwen/Qwen3-4B,22,5,10.0,plus,clean,20,69,No,-4.578125,0.43701171875,5.01513671875,1
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,81,14,No,-5.125,-6.546875,-1.421875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,3,94,Yes,4.34375,-0.296875,-4.640625,1
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,35,31,No,-5.671875,-6.828125,-1.15625,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,28,17,No,-4.828125,-6.65625,-1.828125,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,94,13,No,-5.15625,-6.734375,-1.578125,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,86,94,Yes,4.296875,1.328125,-2.96875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,69,11,No,-3.875,-6.6875,-2.8125,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,75,54,No,-6.03125,-7.28125,-1.25,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,4,3,No,-5.875,-7.65625,-1.78125,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,11,27,Yes,4.765625,1.640625,-3.125,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,29,64,Yes,4.78125,2.09375,-2.6875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,77,3,No,-5.953125,-6.75,-0.796875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,71,25,No,-4.40625,-6.6875,-2.28125,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,91,83,No,-4.484375,-6.625,-2.140625,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,89,69,No,-5.046875,-6.59375,-1.546875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,53,28,No,-4.53125,-6.4375,-1.90625,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,57,75,Yes,4.0625,1.40625,-2.65625,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,35,0,No,-6.859375,-7.15625,-0.296875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,97,20,No,-6.25,-7.515625,-1.265625,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,89,54,No,-4.828125,-6.515625,-1.6875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,43,35,No,-4.125,-6.046875,-1.921875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,19,27,Yes,4.8125,1.578125,-3.234375,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,97,43,No,-5.171875,-6.703125,-1.53125,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,13,11,No,-5.21875,-7.078125,-1.859375,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,48,12,No,-5.40625,-6.515625,-1.109375,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,45,44,No,-7.078125,-8.296875,-1.21875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,77,33,No,-5.203125,-6.625,-1.421875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,5,93,Yes,4.375,-0.015625,-4.390625,1
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,58,68,Yes,4.28125,1.53125,-2.75,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,15,48,Yes,4.8125,1.71875,-3.09375,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,10,70,Yes,4.921875,1.9521484375,-2.9697265625,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,37,80,Yes,4.375,1.375,-3.0,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,79,46,No,-5.21875,-7.046875,-1.828125,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,73,24,No,-4.484375,-6.359375,-1.875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,90,8,No,-6.015625,-7.359375,-1.34375,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,5,84,Yes,4.375,-0.14111328125,-4.51611328125,1
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,29,98,Yes,4.3125,1.234375,-3.078125,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,37,10,No,-5.5,-6.875,-1.375,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,29,12,No,-5.96875,-7.3125,-1.34375,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,48,35,No,-4.796875,-6.46875,-1.671875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,58,81,Yes,4.046875,1.203125,-2.84375,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,46,20,No,-4.78125,-6.78125,-2.0,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,47,45,No,-5.859375,-7.375,-1.515625,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,26,85,Yes,4.515625,1.75,-2.765625,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,34,89,Yes,4.8125,2.046875,-2.765625,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,87,82,No,-5.171875,-7.0,-1.828125,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,9,77,Yes,2.90625,-2.359375,-5.265625,1
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,81,21,No,-4.296875,-6.09375,-1.796875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,68,93,Yes,4.140625,1.078125,-3.0625,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,31,20,No,-4.75,-6.84375,-2.09375,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,59,48,No,-4.53125,-6.75,-2.21875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,34,81,Yes,4.359375,1.34375,-3.015625,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,88,71,No,-4.984375,-6.78125,-1.796875,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,28,87,Yes,4.390625,1.7177734375,-2.6728515625,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,41,98,Yes,4.4375,1.484375,-2.953125,0
Qwen/Qwen3-4B,22,5,10.0,minus,corrupt,99,7,No,-5.5625,-6.59375,-1.03125,0
