layer,head,mean,min,max,example_id,n_shots,prompt
1,5,0.023121559992432594,0.0,0.26108622550964355,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
1,6,0.05367213487625122,0.0,0.7729477286338806,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
1,7,0.038307853043079376,0.0,0.539574384689331,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
2,0,0.029124310240149498,0.0,0.39112240076065063,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
2,1,0.032798051834106445,0.0,0.28714269399642944,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
2,2,0.029501140117645264,0.0,0.5970532894134521,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
2,3,0.039548542350530624,0.0,0.4350004196166992,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
2,4,0.03735874593257904,0.0,0.6262248754501343,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
2,5,0.0273472648113966,0.0,0.35362541675567627,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
2,6,0.022745685651898384,0.0,0.9999696016311646,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
2,7,0.042694710195064545,0.0,0.9188459515571594,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
3,0,0.031323280185461044,0.0,0.9999629259109497,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
3,1,0.026002734899520874,0.0,0.9999719858169556,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
3,2,0.03520819917321205,0.0,0.8388700485229492,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
3,3,0.03176246955990791,0.0,0.9999953508377075,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
3,4,0.05061192065477371,0.0,0.7579687237739563,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
3,5,0.0328652560710907,0.0,0.9922962784767151,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
3,6,0.03388051316142082,0.0,0.9999353885650635,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
3,7,0.03212258592247963,0.0,0.9604658484458923,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
4,0,0.004118260461837053,0.0,0.4804898798465729,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
4,1,0.022219570353627205,0.0,0.9997033476829529,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
4,2,0.019243204966187477,0.0,0.9996763467788696,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
4,3,0.02072109468281269,0.0,0.9999997615814209,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
4,4,0.02142375521361828,0.0,0.9999736547470093,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
4,5,0.008007076568901539,0.0,0.9928500652313232,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
4,6,0.025623928755521774,0.0,0.9938554167747498,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
4,7,0.019794706255197525,0.0,0.9624547362327576,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
5,0,0.02252897620201111,0.0,0.9997784495353699,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
5,1,0.030126240104436874,0.0,0.9998931884765625,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
5,2,0.051586318761110306,0.0,1.0,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
5,3,0.0678262859582901,0.0,0.9965358972549438,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
5,4,0.02083342708647251,0.0,1.0,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
5,5,0.022390762344002724,0.0,0.9999043941497803,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
5,6,0.020871201530098915,0.0,1.0,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
5,7,0.0694185420870781,0.0,0.9653719067573547,521,2,"Is 4055 > 7546? Answer: No
Is 9115 > 982? Answer: Yes
Is 7740 > 2273? Answer:"
0,0,0.04270735755562782,0.0,0.3230953812599182,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
0,1,0.03461897745728493,0.0,0.4416440427303314,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
0,2,0.07882112264633179,0.0,0.9981269240379333,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
0,3,0.06710779666900635,0.0,0.9999963045120239,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
0,4,0.03616810590028763,0.0,0.40818682312965393,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
0,5,0.04946700483560562,0.0,0.9949544072151184,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
0,6,0.03441717475652695,0.0,0.4404120147228241,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
0,7,0.04398749768733978,0.0,0.8465384244918823,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
1,0,0.03933113440871239,0.0,0.7115461230278015,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
1,1,0.051350098103284836,0.0,0.7644456028938293,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
1,2,0.030988391488790512,0.0,0.8400387763977051,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
1,3,0.026511333882808685,0.0,0.3139508366584778,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
1,4,0.05634469911456108,0.0,0.48416462540626526,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
1,5,0.028131118044257164,0.0,0.2845257818698883,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
1,6,0.06030000373721123,0.0,0.7433471083641052,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
1,7,0.0512375645339489,0.0,0.4832989275455475,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
2,0,0.02900661900639534,0.0,0.22713319957256317,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
2,1,0.037202514708042145,0.0,0.28782060742378235,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
2,2,0.03188280388712883,0.0,0.40824729204177856,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
2,3,0.04396563768386841,0.0,0.31457939743995667,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
2,4,0.04069497808814049,0.0,0.6649607419967651,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
2,5,0.027911800891160965,0.0,0.2780947685241699,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
2,6,0.040895480662584305,0.0,0.9991160035133362,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
2,7,0.042188193649053574,0.0,0.9446688890457153,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
3,0,0.039300404489040375,0.0,0.9998898506164551,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
3,1,0.035394199192523956,0.0,0.9998377561569214,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
3,2,0.0415269136428833,0.0,0.7538762092590332,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
3,3,0.03911623731255531,0.0,0.9999672174453735,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
3,4,0.054310739040374756,0.0,0.7169027924537659,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
3,5,0.04316434636712074,0.0,0.9746910333633423,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
3,6,0.04461580142378807,0.0,0.9998078942298889,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
3,7,0.04150589555501938,0.0,0.9104004502296448,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
4,0,0.00935738068073988,0.0,0.9218151569366455,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
4,1,0.030243679881095886,0.0,0.9998894929885864,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
4,2,0.030136141926050186,0.0,0.9988695979118347,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
4,3,0.030006999149918556,0.0,0.9999998807907104,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
4,4,0.030271125957369804,0.0,0.9999830722808838,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
4,5,0.010629088617861271,0.0,0.9999954700469971,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
4,6,0.027187539264559746,0.0,0.9910116195678711,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
4,7,0.026257123798131943,0.0,0.992066502571106,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
5,0,0.031906384974718094,0.0,0.9723904132843018,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
5,1,0.0559479258954525,0.0,0.9995983242988586,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
5,2,0.0591864287853241,0.0,0.9999749660491943,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
5,3,0.09594336152076721,0.0,0.9998277425765991,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
5,4,0.030005445703864098,0.0,0.9999791383743286,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
5,5,0.027731500566005707,0.0,0.9985846281051636,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
5,6,0.030357755720615387,0.0,1.0,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
5,7,0.08404501527547836,0.0,0.999586284160614,737,2,"Is 7740 > 2273? Answer: Yes
Is 3648 > 56? Answer: Yes
Is 3648 > 56? Answer:"
0,0,0.03866886720061302,0.0,0.31477242708206177,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
0,1,0.03245851397514343,0.0,0.4032658040523529,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
0,2,0.04843257740139961,0.0,0.9960909485816956,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
0,3,0.04065096378326416,0.0,0.9999644756317139,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
0,4,0.03541192039847374,0.0,0.626333475112915,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
0,5,0.04965639114379883,0.0,0.991142988204956,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
0,6,0.026795003563165665,0.0,0.22867543995380402,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
0,7,0.0440269410610199,0.0,0.8194442391395569,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
1,0,0.027245473116636276,0.0,0.32009679079055786,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
1,1,0.04473982751369476,0.0,0.7205911874771118,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
1,2,0.018279315903782845,0.0,0.4523782730102539,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
1,3,0.02709665335714817,0.0,0.32474640011787415,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
1,4,0.047394175082445145,0.0,0.50149005651474,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
1,5,0.022133156657218933,0.0,0.23734506964683533,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
1,6,0.046833790838718414,0.0,0.705961287021637,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
1,7,0.04062635079026222,0.0,0.5962954163551331,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
2,0,0.029784545302391052,0.0,0.3304164707660675,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
2,1,0.03251758590340614,0.0,0.24437522888183594,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
2,2,0.030470997095108032,0.0,0.49655014276504517,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
2,3,0.03918128088116646,0.0,0.34051966667175293,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
2,4,0.036748405545949936,0.0,0.6304624676704407,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
2,5,0.02583141066133976,0.0,0.3285140097141266,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
2,6,0.02647170051932335,0.0,0.9998515844345093,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
2,7,0.04237519949674606,0.0,0.9252688884735107,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
3,0,0.02628663182258606,0.0,0.9999837875366211,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
3,1,0.02382914163172245,0.0,0.9999759197235107,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
3,2,0.038043420761823654,0.0,0.8402048945426941,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
3,3,0.027898304164409637,0.0,0.9999957084655762,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
3,4,0.05455205962061882,0.0,0.7707326412200928,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
3,5,0.032076604664325714,0.0,0.9903410077095032,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
3,6,0.0315842367708683,0.0,0.999972939491272,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
3,7,0.03343415632843971,0.0,0.9634895324707031,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
4,0,0.0010715376120060682,0.0,0.03158514201641083,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
4,1,0.018553100526332855,0.0,0.9921663999557495,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
4,2,0.017368223518133163,0.0,0.9997559189796448,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
4,3,0.01657210662961006,0.0,0.9999991655349731,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
4,4,0.017129454761743546,0.0,0.99991774559021,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
4,5,0.008057910017669201,0.0,0.8885439038276672,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
4,6,0.01720103994011879,0.0,0.8658793568611145,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
4,7,0.01663135550916195,0.0,0.945259690284729,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
5,0,0.015604627318680286,0.0,0.9905595183372498,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
5,1,0.04018239676952362,0.0,0.9853742122650146,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
5,2,0.05518752336502075,0.0,0.999325156211853,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
5,3,0.07137711346149445,0.0,0.9960930943489075,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
5,4,0.0164704117923975,0.0,0.999930739402771,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
5,5,0.018022947013378143,0.0,0.8979174494743347,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
5,6,0.016749350354075432,0.0,1.0,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
5,7,0.07681994140148163,0.0,0.9946669340133667,740,2,"Is 3648 > 56? Answer: Yes
Is 7740 > 2273? Answer: Yes
Is 4055 > 7546? Answer:"
0,0,0.038796767592430115,0.0,0.5488070249557495,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
0,1,0.030081868171691895,0.0,0.3776800036430359,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
0,2,0.06441723555326462,0.0,0.9987336993217468,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
0,3,0.0467931292951107,0.0,0.9999721050262451,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
0,4,0.03507005795836449,0.0,0.49064233899116516,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
0,5,0.045485615730285645,0.0,0.9965332746505737,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
0,6,0.028454452753067017,0.0,0.32913461327552795,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
0,7,0.04867104813456535,0.0,0.7336182594299316,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
1,0,0.027735620737075806,0.0,0.6664107441902161,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
1,1,0.04399338737130165,0.0,0.7551288604736328,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
1,2,0.01911945827305317,0.0,0.5997890830039978,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
1,3,0.024883462116122246,0.0,0.2547764480113983,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
1,4,0.04524081200361252,0.0,0.35236671566963196,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
1,5,0.023556489497423172,0.0,0.26108622550964355,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
1,6,0.05098015069961548,0.0,0.7729477286338806,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
1,7,0.042630527168512344,0.0,0.539574384689331,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
2,0,0.028175467625260353,0.0,0.39112240076065063,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
2,1,0.032919276505708694,0.0,0.28714269399642944,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
2,2,0.030700841918587685,0.0,0.5970532894134521,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
2,3,0.04062571004033089,0.0,0.4350004196166992,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
2,4,0.0379912406206131,0.0,0.6262248754501343,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
2,5,0.027241047471761703,0.0,0.35362541675567627,660,2,"Is 4055 > 7546? Answer: No
Is 9189 > 5325? Answer: Yes
Is 9189 > 5325? Answer:"
