layer,head,target_index,target_token,mean_attention_toward,max_attention_toward,example_id,n_shots,prompt
4,2,5, 2,0.04799038916826248,0.13862387835979462,521,0,Is 7740 > 2273? Answer:
4,2,6,273,0.04299268126487732,0.29183489084243774,521,0,Is 7740 > 2273? Answer:
4,3,2, 77,0.04919600859284401,0.17192985117435455,521,0,Is 7740 > 2273? Answer:
4,3,3,40,0.017381438985466957,0.050309740006923676,521,0,Is 7740 > 2273? Answer:
4,3,5, 2,0.03672655671834946,0.16031514108181,521,0,Is 7740 > 2273? Answer:
4,3,6,273,0.03320549055933952,0.12286967039108276,521,0,Is 7740 > 2273? Answer:
4,4,2, 77,0.07202674448490143,0.20585991442203522,521,0,Is 7740 > 2273? Answer:
4,4,3,40,0.04842313379049301,0.2247259020805359,521,0,Is 7740 > 2273? Answer:
4,4,5, 2,0.07302159070968628,0.17539410293102264,521,0,Is 7740 > 2273? Answer:
4,4,6,273,0.08189605176448822,0.28554391860961914,521,0,Is 7740 > 2273? Answer:
4,5,2, 77,0.016826361417770386,0.0550706572830677,521,0,Is 7740 > 2273? Answer:
4,5,3,40,0.03958253562450409,0.1691860854625702,521,0,Is 7740 > 2273? Answer:
4,5,5, 2,0.05171138793230057,0.1585584282875061,521,0,Is 7740 > 2273? Answer:
4,5,6,273,0.019670268520712852,0.07602960616350174,521,0,Is 7740 > 2273? Answer:
4,6,2, 77,0.19845470786094666,0.3516767621040344,521,0,Is 7740 > 2273? Answer:
4,6,3,40,0.0382104218006134,0.10567115247249603,521,0,Is 7740 > 2273? Answer:
4,6,5, 2,0.028245840221643448,0.08944544941186905,521,0,Is 7740 > 2273? Answer:
4,6,6,273,0.08832469582557678,0.2630976736545563,521,0,Is 7740 > 2273? Answer:
4,7,2, 77,0.030188148841261864,0.06825502216815948,521,0,Is 7740 > 2273? Answer:
4,7,3,40,0.03769639879465103,0.09291176497936249,521,0,Is 7740 > 2273? Answer:
4,7,5, 2,0.03616886958479881,0.09659954160451889,521,0,Is 7740 > 2273? Answer:
4,7,6,273,0.025550473481416702,0.08270251750946045,521,0,Is 7740 > 2273? Answer:
4,8,2, 77,0.0808776319026947,0.2849437892436981,521,0,Is 7740 > 2273? Answer:
4,8,3,40,0.03183487802743912,0.08275146782398224,521,0,Is 7740 > 2273? Answer:
4,8,5, 2,0.060714125633239746,0.22243425250053406,521,0,Is 7740 > 2273? Answer:
4,8,6,273,0.013900126330554485,0.05734914541244507,521,0,Is 7740 > 2273? Answer:
4,9,2, 77,0.08051826804876328,0.23750893771648407,521,0,Is 7740 > 2273? Answer:
4,9,3,40,0.03400628641247749,0.16071012616157532,521,0,Is 7740 > 2273? Answer:
4,9,5, 2,0.09634627401828766,0.2991470992565155,521,0,Is 7740 > 2273? Answer:
4,9,6,273,0.036723122000694275,0.13716159760951996,521,0,Is 7740 > 2273? Answer:
4,10,2, 77,0.47118502855300903,0.7266072034835815,521,0,Is 7740 > 2273? Answer:
4,10,3,40,0.015480983071029186,0.0666583776473999,521,0,Is 7740 > 2273? Answer:
4,10,5, 2,0.03936342895030975,0.11490326374769211,521,0,Is 7740 > 2273? Answer:
4,10,6,273,0.027309317141771317,0.0842694416642189,521,0,Is 7740 > 2273? Answer:
4,11,2, 77,0.15794742107391357,0.39925533533096313,521,0,Is 7740 > 2273? Answer:
4,11,3,40,0.06306999921798706,0.16925475001335144,521,0,Is 7740 > 2273? Answer:
4,11,5, 2,0.07203386723995209,0.20617562532424927,521,0,Is 7740 > 2273? Answer:
4,11,6,273,0.08361822366714478,0.2699793875217438,521,0,Is 7740 > 2273? Answer:
5,0,2, 77,0.13915757834911346,0.42056626081466675,521,0,Is 7740 > 2273? Answer:
5,0,3,40,0.09310697019100189,0.2423298954963684,521,0,Is 7740 > 2273? Answer:
5,0,5, 2,0.055393725633621216,0.18413498997688293,521,0,Is 7740 > 2273? Answer:
5,0,6,273,0.05471699312329292,0.21675018966197968,521,0,Is 7740 > 2273? Answer:
5,1,2, 77,0.08157441765069962,0.20309756696224213,521,0,Is 7740 > 2273? Answer:
5,1,3,40,0.05275702476501465,0.12878459692001343,521,0,Is 7740 > 2273? Answer:
5,1,5, 2,0.11316794157028198,0.28514358401298523,521,0,Is 7740 > 2273? Answer:
5,1,6,273,0.03793897107243538,0.1356869488954544,521,0,Is 7740 > 2273? Answer:
5,2,2, 77,0.06263277679681778,0.12014686316251755,521,0,Is 7740 > 2273? Answer:
5,2,3,40,0.03457143157720566,0.08496839553117752,521,0,Is 7740 > 2273? Answer:
5,2,5, 2,0.03646128997206688,0.0912967175245285,521,0,Is 7740 > 2273? Answer:
5,2,6,273,0.009803207591176033,0.027658987790346146,521,0,Is 7740 > 2273? Answer:
5,3,2, 77,0.10799451172351837,0.3396754860877991,521,0,Is 7740 > 2273? Answer:
5,3,3,40,0.05048335716128349,0.13780786097049713,521,0,Is 7740 > 2273? Answer:
5,3,5, 2,0.047858286648988724,0.1512908935546875,521,0,Is 7740 > 2273? Answer:
5,3,6,273,0.05305851623415947,0.21814212203025818,521,0,Is 7740 > 2273? Answer:
5,4,2, 77,0.20138545334339142,0.33380916714668274,521,0,Is 7740 > 2273? Answer:
5,4,3,40,0.061737723648548126,0.1325608342885971,521,0,Is 7740 > 2273? Answer:
5,4,5, 2,0.03669651597738266,0.11853960156440735,521,0,Is 7740 > 2273? Answer:
5,4,6,273,0.056763600558042526,0.19671198725700378,521,0,Is 7740 > 2273? Answer:
5,5,2, 77,0.1830357015132904,0.6322149038314819,521,0,Is 7740 > 2273? Answer:
5,5,3,40,0.11077290773391724,0.30940479040145874,521,0,Is 7740 > 2273? Answer:
5,5,5, 2,0.022510552778840065,0.06548816710710526,521,0,Is 7740 > 2273? Answer:
5,5,6,273,0.0944901704788208,0.46763986349105835,521,0,Is 7740 > 2273? Answer:
5,6,2, 77,0.08443772792816162,0.2678453028202057,521,0,Is 7740 > 2273? Answer:
5,6,3,40,0.1694215089082718,0.5612439513206482,521,0,Is 7740 > 2273? Answer:
5,6,5, 2,0.05488639324903488,0.18844258785247803,521,0,Is 7740 > 2273? Answer:
5,6,6,273,0.029546212404966354,0.17684301733970642,521,0,Is 7740 > 2273? Answer:
5,7,2, 77,0.1271168738603592,0.27411726117134094,521,0,Is 7740 > 2273? Answer:
5,7,3,40,0.06350784003734589,0.1265782117843628,521,0,Is 7740 > 2273? Answer:
5,7,5, 2,0.03173860162496567,0.10169564187526703,521,0,Is 7740 > 2273? Answer:
5,7,6,273,0.011309158988296986,0.04197988659143448,521,0,Is 7740 > 2273? Answer:
5,8,2, 77,0.08514507114887238,0.2518806457519531,521,0,Is 7740 > 2273? Answer:
5,8,3,40,0.06858503818511963,0.23892231285572052,521,0,Is 7740 > 2273? Answer:
5,8,5, 2,0.06957779079675674,0.26011207699775696,521,0,Is 7740 > 2273? Answer:
5,8,6,273,0.06885220855474472,0.2395540326833725,521,0,Is 7740 > 2273? Answer:
5,9,2, 77,0.058280616998672485,0.11957591772079468,521,0,Is 7740 > 2273? Answer:
5,9,3,40,0.026882493868470192,0.05625009909272194,521,0,Is 7740 > 2273? Answer:
5,9,5, 2,0.018913084641098976,0.07043717801570892,521,0,Is 7740 > 2273? Answer:
5,9,6,273,0.03759061545133591,0.14982710778713226,521,0,Is 7740 > 2273? Answer:
5,10,2, 77,0.12532547116279602,0.2821792662143707,521,0,Is 7740 > 2273? Answer:
5,10,3,40,0.05303984880447388,0.10640760511159897,521,0,Is 7740 > 2273? Answer:
5,10,5, 2,0.03867609426379204,0.09888312965631485,521,0,Is 7740 > 2273? Answer:
5,10,6,273,0.025301272049546242,0.07698611915111542,521,0,Is 7740 > 2273? Answer:
5,11,2, 77,0.1603793203830719,0.3437957167625427,521,0,Is 7740 > 2273? Answer:
5,11,3,40,0.08813165128231049,0.20899811387062073,521,0,Is 7740 > 2273? Answer:
5,11,5, 2,0.049569446593523026,0.15707725286483765,521,0,Is 7740 > 2273? Answer:
5,11,6,273,0.05078120157122612,0.15020699799060822,521,0,Is 7740 > 2273? Answer:
6,0,2, 77,0.12605993449687958,0.4117659628391266,521,0,Is 7740 > 2273? Answer:
6,0,3,40,0.09903726726770401,0.2702343463897705,521,0,Is 7740 > 2273? Answer:
6,0,5, 2,0.05402380973100662,0.1431904137134552,521,0,Is 7740 > 2273? Answer:
6,0,6,273,0.025821268558502197,0.11826065182685852,521,0,Is 7740 > 2273? Answer:
6,1,2, 77,0.0945107489824295,0.2782523036003113,521,0,Is 7740 > 2273? Answer:
6,1,3,40,0.04434702917933464,0.17967239022254944,521,0,Is 7740 > 2273? Answer:
6,1,5, 2,0.08975453674793243,0.2892363667488098,521,0,Is 7740 > 2273? Answer:
6,1,6,273,0.03722290322184563,0.12840378284454346,521,0,Is 7740 > 2273? Answer:
6,2,2, 77,0.21233800053596497,0.451661616563797,521,0,Is 7740 > 2273? Answer:
6,2,3,40,0.16601046919822693,0.3624214231967926,521,0,Is 7740 > 2273? Answer:
6,2,5, 2,0.06698860228061676,0.19252441823482513,521,0,Is 7740 > 2273? Answer:
