model_id,layer,head,alpha,direction,prompt_type,a,b,label,base_margin,steered_margin,margin_shift,flipped
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,35,31,Yes,3.580078125,4.0078125,0.427734375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,28,17,Yes,2.9296875,3.7578125,0.828125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,94,13,Yes,2.2890625,3.4921875,1.203125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,86,94,No,-4.171875,-1.6171875,2.5546875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,69,11,Yes,2.578125,3.5859375,1.0078125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,75,54,Yes,2.984375,3.875,0.890625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,4,3,Yes,3.134765625,3.90625,0.771484375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,11,27,No,-2.796875,0.2666015625,3.0634765625,1
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,29,64,No,-2.6015625,0.1328125,2.734375,1
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,77,3,Yes,3.015625,3.734375,0.71875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,71,25,Yes,3.21875,3.9765625,0.7578125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,91,83,Yes,3.0859375,4.046875,0.9609375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,89,69,Yes,3.03125,3.796875,0.765625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,53,28,Yes,2.9921875,3.71875,0.7265625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,57,75,No,-4.265625,-2.0703125,2.1953125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,35,0,Yes,3.078125,4.109375,1.03125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,97,20,Yes,3.197265625,3.939453125,0.7421875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,89,54,Yes,2.8984375,3.6953125,0.796875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,43,35,Yes,3.083984375,3.8046875,0.720703125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,19,27,No,-3.4296875,-0.9765625,2.453125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,97,43,Yes,3.4296875,4.046875,0.6171875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,13,11,Yes,3.375,4.0703125,0.6953125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,48,12,Yes,3.0234375,3.9140625,0.890625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,45,44,Yes,3.015625,4.109375,1.09375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,77,33,Yes,3.5234375,4.0625,0.5390625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,5,93,No,-2.9453125,-0.5234375,2.421875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,58,68,No,-3.673828125,-1.3203125,2.353515625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,15,48,No,-3.109375,-0.5634765625,2.5458984375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,10,70,No,-3.3203125,-0.703125,2.6171875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,37,80,No,-3.2109375,-0.8896484375,2.3212890625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,79,46,Yes,3.0625,3.859375,0.796875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,73,24,Yes,3.3125,4.046875,0.734375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,90,8,Yes,1.2822265625,2.7578125,1.4755859375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,5,84,No,-3.0859375,-0.5791015625,2.5068359375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,29,98,No,-3.236328125,-1.1083984375,2.1279296875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,37,10,Yes,3.1484375,4.0078125,0.859375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,29,12,Yes,3.267578125,4.046875,0.779296875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,48,35,Yes,2.7578125,3.619140625,0.861328125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,58,81,No,-3.1953125,-0.6025390625,2.5927734375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,46,20,Yes,3.587890625,4.0859375,0.498046875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,47,45,Yes,3.228515625,4.0078125,0.779296875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,26,85,No,-3.078125,-0.4306640625,2.6474609375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,34,89,No,-4.0,-2.359375,1.640625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,87,82,Yes,3.404296875,4.109375,0.705078125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,9,77,No,-3.09375,-0.2734375,2.8203125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,81,21,Yes,2.71875,3.71875,1.0,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,68,93,No,-3.8125,-1.5146484375,2.2978515625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,31,20,Yes,3.1640625,3.9296875,0.765625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,59,48,Yes,3.4453125,4.0390625,0.59375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,34,81,No,-3.265625,-1.0166015625,2.2490234375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,88,71,Yes,2.9296875,3.810546875,0.880859375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,28,87,No,-3.4453125,-0.859375,2.5859375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,41,98,No,-3.3828125,-1.1318359375,2.2509765625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,99,7,Yes,1.7021484375,3.234375,1.5322265625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,29,4,Yes,-0.5703125,1.9541015625,2.5244140625,1
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,40,51,No,-3.8125,-1.4140625,2.3984375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,34,8,Yes,1.5869140625,3.140625,1.5537109375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,27,72,No,-3.640625,-1.5146484375,2.1259765625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,91,40,Yes,2.828125,3.78125,0.953125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,27,83,No,-3.640625,-1.453125,2.1875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,63,50,Yes,3.0,3.78125,0.78125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,82,58,Yes,3.291015625,4.0,0.708984375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,18,33,No,-3.548828125,-1.3203125,2.228515625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,17,31,No,-3.296875,-0.5947265625,2.7021484375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,95,71,Yes,2.6328125,3.59375,0.9609375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,68,33,Yes,3.275390625,3.8984375,0.623046875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,95,74,Yes,2.453125,3.6015625,1.1484375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,54,74,No,-2.7109375,0.1015625,2.8125,1
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,51,46,Yes,3.140625,3.8984375,0.7578125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,28,17,Yes,2.9296875,3.7578125,0.828125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,65,63,Yes,3.7734375,4.1953125,0.421875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,11,96,No,-2.78125,0.6171875,3.3984375,1
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,6,14,No,-3.0390625,-0.8046875,2.234375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,19,80,No,-2.6875,0.0078125,2.6953125,1
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,20,87,No,-3.271484375,-0.3671875,2.904296875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,54,76,No,-4.0234375,-1.8515625,2.171875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,8,49,No,-3.232421875,-0.890625,2.341796875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,48,76,No,-4.1796875,-2.4296875,1.75,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,59,67,No,-3.859375,-1.4912109375,2.3681640625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,32,70,No,-3.515625,-1.2744140625,2.2412109375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,1,87,No,-3.6796875,-0.8369140625,2.8427734375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,92,14,Yes,2.28125,3.453125,1.171875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,87,68,Yes,2.8828125,3.8203125,0.9375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,96,34,Yes,3.119140625,3.8515625,0.732421875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,98,82,Yes,2.921875,3.8828125,0.9609375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,43,14,Yes,3.0,3.8828125,0.8828125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,37,55,No,-3.537109375,-1.0859375,2.451171875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,20,58,No,-3.408203125,-0.84375,2.564453125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,0,92,No,-3.837890625,-1.7509765625,2.0869140625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,92,33,Yes,3.3515625,4.0,0.6484375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,64,97,No,-3.859375,-2.015625,1.84375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,22,64,No,-2.7890625,0.0546875,2.84375,1
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,13,80,No,-2.6328125,0.03125,2.6640625,1
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,38,81,No,-3.3125,-0.9453125,2.3671875,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,64,77,No,-4.0703125,-1.6884765625,2.3818359375,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,25,19,Yes,3.296875,3.822265625,0.525390625,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,47,97,No,-3.953125,-2.7578125,1.1953125,0
Qwen/Qwen2.5-7B,18,15,10.0,plus,clean,20,69,No,-3.216796875,-0.59375,2.623046875,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,81,14,No,-2.828125,-4.0,-1.171875,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,3,94,Yes,3.1171875,0.8056640625,-2.3115234375,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,35,31,No,-3.841796875,-4.484375,-0.642578125,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,28,17,No,-2.7578125,-4.046875,-1.2890625,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,94,13,No,-2.8046875,-4.1171875,-1.3125,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,86,94,Yes,3.1328125,0.4765625,-2.65625,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,69,11,No,-3.220703125,-4.375,-1.154296875,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,75,54,No,-3.935546875,-4.7421875,-0.806640625,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,4,3,No,-2.8515625,-3.408203125,-0.556640625,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,11,27,Yes,2.8828125,0.328125,-2.5546875,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,29,64,Yes,3.107421875,0.5,-2.607421875,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,77,3,No,-3.490234375,-4.2109375,-0.720703125,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,71,25,No,-3.501953125,-4.2734375,-0.771484375,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,91,83,No,-3.828125,-4.7421875,-0.9140625,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,89,69,No,-3.556640625,-4.359375,-0.802734375,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,53,28,No,-2.84375,-3.9609375,-1.1171875,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,57,75,Yes,3.322265625,0.734375,-2.587890625,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,35,0,No,-4.15625,-4.59375,-0.4375,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,97,20,No,-3.53125,-4.1328125,-0.6015625,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,89,54,No,-3.947265625,-4.3515625,-0.404296875,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,43,35,No,-3.169921875,-4.0390625,-0.869140625,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,19,27,Yes,2.9609375,0.5302734375,-2.4306640625,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,97,43,No,-3.904296875,-4.421875,-0.517578125,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,13,11,No,-3.7109375,-4.1796875,-0.46875,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,48,12,No,-3.90625,-4.5390625,-0.6328125,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,45,44,No,-4.4453125,-4.5625,-0.1171875,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,77,33,No,-4.4140625,-4.9765625,-0.5625,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,5,93,Yes,2.828125,0.3740234375,-2.4541015625,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,58,68,Yes,3.34375,0.7587890625,-2.5849609375,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,15,48,Yes,3.0703125,0.46875,-2.6015625,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,10,70,Yes,1.7744140625,-0.8828125,-2.6572265625,1
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,37,80,Yes,3.15625,0.8994140625,-2.2568359375,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,79,46,No,-3.71875,-4.4765625,-0.7578125,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,73,24,No,-2.9921875,-4.0703125,-1.078125,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,90,8,No,-3.4296875,-4.015625,-0.5859375,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,5,84,Yes,2.046875,-0.6796875,-2.7265625,1
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,29,98,Yes,2.609375,-0.21875,-2.828125,1
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,37,10,No,-2.9765625,-4.390625,-1.4140625,0
Qwen/Qwen2.5-7B,18,15,10.0,minus,corrupt,29,12,No,-3.0,-4.1328125,-1.1328125,0
