model_id,layer,head,alpha,direction,prompt_type,a,b,label,base_margin,steered_margin,margin_shift,flipped
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,10,70,No,-3.3203125,-3.671875,-0.3515625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,37,80,No,-3.2109375,-3.484375,-0.2734375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,79,46,Yes,3.0625,2.1875,-0.875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,73,24,Yes,3.3125,2.4296875,-0.8828125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,90,8,Yes,1.2822265625,0.4453125,-0.8369140625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,5,84,No,-3.0859375,-3.4921875,-0.40625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,29,98,No,-3.236328125,-3.4296875,-0.193359375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,37,10,Yes,3.1484375,2.2578125,-0.890625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,29,12,Yes,3.267578125,2.3515625,-0.916015625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,48,35,Yes,2.7578125,1.828125,-0.9296875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,58,81,No,-3.1953125,-3.458984375,-0.263671875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,46,20,Yes,3.587890625,2.640625,-0.947265625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,47,45,Yes,3.228515625,2.3125,-0.916015625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,26,85,No,-3.078125,-3.3984375,-0.3203125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,34,89,No,-4.0,-4.2421875,-0.2421875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,87,82,Yes,3.404296875,2.578125,-0.826171875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,9,77,No,-3.09375,-3.484375,-0.390625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,81,21,Yes,2.71875,1.8603515625,-0.8583984375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,68,93,No,-3.8125,-3.96875,-0.15625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,31,20,Yes,3.1640625,2.25,-0.9140625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,59,48,Yes,3.4453125,2.5625,-0.8828125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,34,81,No,-3.265625,-3.5625,-0.296875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,88,71,Yes,2.9296875,2.078125,-0.8515625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,28,87,No,-3.4453125,-3.689453125,-0.244140625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,41,98,No,-3.3828125,-3.595703125,-0.212890625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,99,7,Yes,1.7021484375,0.7568359375,-0.9453125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,29,4,Yes,-0.5703125,-1.34375,-0.7734375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,40,51,No,-3.8125,-4.046875,-0.234375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,34,8,Yes,1.5869140625,0.6171875,-0.9697265625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,27,72,No,-3.640625,-3.8515625,-0.2109375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,91,40,Yes,2.828125,1.9521484375,-0.8759765625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,27,83,No,-3.640625,-3.8515625,-0.2109375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,63,50,Yes,3.0,2.1484375,-0.8515625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,82,58,Yes,3.291015625,2.4296875,-0.861328125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,18,33,No,-3.548828125,-3.828125,-0.279296875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,17,31,No,-3.296875,-3.6484375,-0.3515625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,95,71,Yes,2.6328125,1.7890625,-0.84375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,68,33,Yes,3.275390625,2.4453125,-0.830078125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,95,74,Yes,2.453125,1.5625,-0.890625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,54,74,No,-2.7109375,-3.099609375,-0.388671875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,51,46,Yes,3.140625,2.2265625,-0.9140625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,28,17,Yes,2.9296875,1.9677734375,-0.9619140625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,65,63,Yes,3.7734375,2.9296875,-0.84375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,11,96,No,-2.78125,-3.095703125,-0.314453125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,6,14,No,-3.0390625,-3.3984375,-0.359375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,19,80,No,-2.6875,-3.046875,-0.359375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,20,87,No,-3.271484375,-3.640625,-0.369140625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,54,76,No,-4.0234375,-4.2734375,-0.25,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,8,49,No,-3.232421875,-3.5703125,-0.337890625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,48,76,No,-4.1796875,-4.40625,-0.2265625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,59,67,No,-3.859375,-4.03125,-0.171875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,32,70,No,-3.515625,-3.7734375,-0.2578125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,1,87,No,-3.6796875,-4.03125,-0.3515625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,92,14,Yes,2.28125,1.3759765625,-0.9052734375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,87,68,Yes,2.8828125,2.0234375,-0.859375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,96,34,Yes,3.119140625,2.25,-0.869140625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,98,82,Yes,2.921875,2.0859375,-0.8359375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,43,14,Yes,3.0,2.0390625,-0.9609375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,37,55,No,-3.537109375,-3.8046875,-0.267578125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,20,58,No,-3.408203125,-3.734375,-0.326171875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,0,92,No,-3.837890625,-4.171875,-0.333984375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,92,33,Yes,3.3515625,2.5078125,-0.84375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,64,97,No,-3.859375,-3.9453125,-0.0859375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,22,64,No,-2.7890625,-3.234375,-0.4453125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,13,80,No,-2.6328125,-3.03125,-0.3984375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,38,81,No,-3.3125,-3.564453125,-0.251953125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,64,77,No,-4.0703125,-4.2578125,-0.1875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,25,19,Yes,3.296875,2.3125,-0.984375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,47,97,No,-3.953125,-4.0703125,-0.1171875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,clean,20,69,No,-3.216796875,-3.53125,-0.314453125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,81,14,Yes,2.125,2.984375,0.859375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,3,94,No,-3.1015625,-2.703125,0.3984375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,35,31,Yes,3.580078125,4.3203125,0.740234375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,28,17,Yes,2.9296875,3.7734375,0.84375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,94,13,Yes,2.2890625,3.1015625,0.8125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,86,94,No,-4.171875,-3.9375,0.234375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,69,11,Yes,2.578125,3.359375,0.78125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,75,54,Yes,2.984375,3.8046875,0.8203125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,4,3,Yes,3.134765625,4.0078125,0.873046875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,11,27,No,-2.796875,-2.3203125,0.4765625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,29,64,No,-2.6015625,-2.109375,0.4921875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,77,3,Yes,3.015625,3.7265625,0.7109375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,71,25,Yes,3.21875,3.939453125,0.720703125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,91,83,Yes,3.0859375,3.84375,0.7578125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,89,69,Yes,3.03125,3.7890625,0.7578125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,53,28,Yes,2.9921875,3.765625,0.7734375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,57,75,No,-4.265625,-4.015625,0.25,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,35,0,Yes,3.078125,3.9921875,0.9140625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,97,20,Yes,3.197265625,3.96875,0.771484375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,89,54,Yes,2.8984375,3.654296875,0.755859375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,43,35,Yes,3.083984375,3.865234375,0.78125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,19,27,No,-3.4296875,-3.078125,0.3515625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,97,43,Yes,3.4296875,4.140625,0.7109375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,13,11,Yes,3.375,4.21875,0.84375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,48,12,Yes,3.0234375,3.8515625,0.828125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,45,44,Yes,3.015625,3.9609375,0.9453125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,77,33,Yes,3.5234375,4.1796875,0.65625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,5,93,No,-2.9453125,-2.5,0.4453125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,58,68,No,-3.673828125,-3.34375,0.330078125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,15,48,No,-3.109375,-2.6328125,0.4765625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,10,70,No,-3.3203125,-2.890625,0.4296875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,37,80,No,-3.2109375,-2.84375,0.3671875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,79,46,Yes,3.0625,3.826171875,0.763671875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,73,24,Yes,3.3125,4.046875,0.734375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,90,8,Yes,1.2822265625,2.1171875,0.8349609375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,5,84,No,-3.0859375,-2.6015625,0.484375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,29,98,No,-3.236328125,-2.96875,0.267578125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,37,10,Yes,3.1484375,3.9140625,0.765625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,29,12,Yes,3.267578125,4.03125,0.763671875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,48,35,Yes,2.7578125,3.6015625,0.84375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,58,81,No,-3.1953125,-2.7734375,0.421875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,46,20,Yes,3.587890625,4.3671875,0.779296875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,47,45,Yes,3.228515625,4.046875,0.818359375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,26,85,No,-3.078125,-2.6484375,0.4296875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,34,89,No,-4.0,-3.720703125,0.279296875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,87,82,Yes,3.404296875,4.109375,0.705078125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,9,77,No,-3.09375,-2.5859375,0.5078125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,81,21,Yes,2.71875,3.4921875,0.7734375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,68,93,No,-3.8125,-3.546875,0.265625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,31,20,Yes,3.1640625,3.9609375,0.796875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,59,48,Yes,3.4453125,4.1875,0.7421875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,34,81,No,-3.265625,-2.859375,0.40625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,88,71,Yes,2.9296875,3.6953125,0.765625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,28,87,No,-3.4453125,-3.1171875,0.328125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,41,98,No,-3.3828125,-3.1171875,0.265625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,99,7,Yes,1.7021484375,2.609375,0.9072265625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,29,4,Yes,-0.5703125,0.3271484375,0.8974609375,1
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,40,51,No,-3.8125,-3.46875,0.34375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,34,8,Yes,1.5869140625,2.515625,0.9287109375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,27,72,No,-3.640625,-3.3984375,0.2421875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,91,40,Yes,2.828125,3.619140625,0.791015625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,27,83,No,-3.640625,-3.34375,0.296875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,63,50,Yes,3.0,3.765625,0.765625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,82,58,Yes,3.291015625,4.015625,0.724609375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,18,33,No,-3.548828125,-3.162109375,0.38671875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,17,31,No,-3.296875,-2.84375,0.453125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,95,71,Yes,2.6328125,3.412109375,0.779296875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,68,33,Yes,3.275390625,3.9609375,0.685546875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,95,74,Yes,2.453125,3.265625,0.8125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,54,74,No,-2.7109375,-2.1796875,0.53125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,51,46,Yes,3.140625,3.931640625,0.791015625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,28,17,Yes,2.9296875,3.7734375,0.84375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,65,63,Yes,3.7734375,4.4375,0.6640625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,11,96,No,-2.78125,-2.296875,0.484375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,6,14,No,-3.0390625,-2.5859375,0.453125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,19,80,No,-2.6875,-2.21875,0.46875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,20,87,No,-3.271484375,-2.78125,0.490234375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,54,76,No,-4.0234375,-3.677734375,0.345703125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,8,49,No,-3.232421875,-2.78125,0.451171875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,48,76,No,-4.1796875,-3.9140625,0.265625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,59,67,No,-3.859375,-3.5546875,0.3046875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,32,70,No,-3.515625,-3.1640625,0.3515625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,1,87,No,-3.6796875,-3.2890625,0.390625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,92,14,Yes,2.28125,3.125,0.84375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,87,68,Yes,2.8828125,3.6328125,0.75,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,96,34,Yes,3.119140625,3.841796875,0.72265625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,98,82,Yes,2.921875,3.6796875,0.7578125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,43,14,Yes,3.0,3.8359375,0.8359375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,37,55,No,-3.537109375,-3.1640625,0.373046875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,20,58,No,-3.408203125,-3.0234375,0.384765625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,0,92,No,-3.837890625,-3.5234375,0.314453125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,92,33,Yes,3.3515625,4.0625,0.7109375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,64,97,No,-3.859375,-3.732421875,0.126953125,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,22,64,No,-2.7890625,-2.234375,0.5546875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,13,80,No,-2.6328125,-2.1171875,0.515625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,38,81,No,-3.3125,-2.953125,0.359375,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,64,77,No,-4.0703125,-3.78125,0.2890625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,25,19,Yes,3.296875,4.1015625,0.8046875,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,47,97,No,-3.953125,-3.896484375,0.056640625,0
Qwen/Qwen2.5-7B,20,1,10.0,plus,clean,20,69,No,-3.216796875,-2.8046875,0.412109375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,81,14,No,-2.828125,-3.1171875,-0.2890625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,3,94,Yes,3.1171875,2.3046875,-0.8125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,35,31,No,-3.841796875,-4.015625,-0.173828125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,28,17,No,-2.7578125,-3.0625,-0.3046875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,94,13,No,-2.8046875,-3.109375,-0.3046875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,86,94,Yes,3.1328125,2.328125,-0.8046875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,69,11,No,-3.220703125,-3.421875,-0.201171875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,75,54,No,-3.935546875,-4.1484375,-0.212890625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,4,3,No,-2.8515625,-3.109375,-0.2578125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,11,27,Yes,2.8828125,2.109375,-0.7734375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,29,64,Yes,3.107421875,2.296875,-0.810546875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,77,3,No,-3.490234375,-3.71875,-0.228515625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,71,25,No,-3.501953125,-3.6875,-0.185546875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,91,83,No,-3.828125,-3.875,-0.046875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,89,69,No,-3.556640625,-3.6953125,-0.138671875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,53,28,No,-2.84375,-3.1328125,-0.2890625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,57,75,Yes,3.322265625,2.53125,-0.791015625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,35,0,No,-4.15625,-4.375,-0.21875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,97,20,No,-3.53125,-3.701171875,-0.169921875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,89,54,No,-3.947265625,-4.1015625,-0.154296875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,43,35,No,-3.169921875,-3.412109375,-0.2421875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,19,27,Yes,2.9609375,2.1484375,-0.8125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,97,43,No,-3.904296875,-4.0234375,-0.119140625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,13,11,No,-3.7109375,-3.890625,-0.1796875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,48,12,No,-3.90625,-4.1796875,-0.2734375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,45,44,No,-4.4453125,-4.5859375,-0.140625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,77,33,No,-4.4140625,-4.6015625,-0.1875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,5,93,Yes,2.828125,2.03125,-0.796875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,58,68,Yes,3.34375,2.5546875,-0.7890625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,15,48,Yes,3.0703125,2.2109375,-0.859375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,10,70,Yes,1.7744140625,1.0087890625,-0.765625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,37,80,Yes,3.15625,2.3984375,-0.7578125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,79,46,No,-3.71875,-3.890625,-0.171875,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,73,24,No,-2.9921875,-3.267578125,-0.275390625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,90,8,No,-3.4296875,-3.6796875,-0.25,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,5,84,Yes,2.046875,1.2353515625,-0.8115234375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,29,98,Yes,2.609375,1.8037109375,-0.8056640625,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,37,10,No,-2.9765625,-3.291015625,-0.314453125,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,29,12,No,-3.0,-3.240234375,-0.240234375,0
Qwen/Qwen2.5-7B,20,1,10.0,minus,corrupt,48,35,No,-3.4921875,-3.7109375,-0.21875,0
