model_id,layer,head,alpha,direction,prompt_type,a,b,label,base_margin,steered_margin,margin_shift,flipped
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,58,81,No,-6.9828948974609375,-4.411681175231934,2.571213722229004,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,46,20,Yes,0.2734680771827698,-4.802454948425293,-5.075923025608063,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,47,45,Yes,1.8690603971481323,-4.933260917663574,-6.8023213148117065,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,26,85,No,-5.902400970458984,-4.343184471130371,1.5592164993286133,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,34,89,No,-6.638179779052734,-4.6577301025390625,1.9804496765136719,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,87,82,Yes,0.9193630814552307,-5.14243221282959,-6.061795294284821,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,9,77,No,-5.516168594360352,-4.653678894042969,0.8624897003173828,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,81,21,Yes,0.9584923386573792,-5.0027313232421875,-5.961223661899567,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,68,93,No,-6.617491722106934,-4.475822448730469,2.141669273376465,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,31,20,Yes,1.2988109588623047,-4.901297569274902,-6.200108528137207,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,59,48,Yes,1.262777328491211,-4.903679847717285,-6.166457176208496,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,34,81,No,-6.3369035720825195,-4.731904029846191,1.6049995422363281,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,88,71,Yes,0.7193203568458557,-5.194759368896484,-5.91407972574234,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,28,87,No,-6.234930038452148,-4.603485107421875,1.6314449310302734,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,41,98,No,-6.108375549316406,-4.4596099853515625,1.6487655639648438,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,99,7,Yes,2.2042198181152344,-4.959528923034668,-7.163748741149902,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,29,4,Yes,0.5395679473876953,-4.749767303466797,-5.289335250854492,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,40,51,No,-6.551843643188477,-4.771062850952148,1.7807807922363281,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,34,8,Yes,0.6491470336914062,-5.02872371673584,-5.677870750427246,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,27,72,No,-5.445030212402344,-4.650791168212891,0.7942390441894531,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,91,40,Yes,0.1760978102684021,-4.712594985961914,-4.888692796230316,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,27,83,No,-6.1482696533203125,-4.467939376831055,1.6803302764892578,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,63,50,Yes,1.0064163208007812,-5.062002182006836,-6.068418502807617,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,82,58,Yes,0.16611289978027344,-5.009086608886719,-5.175199508666992,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,18,33,No,-6.062488555908203,-4.630633354187012,1.4318552017211914,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,17,31,No,-5.705167770385742,-4.6557159423828125,1.0494518280029297,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,95,71,Yes,1.0475406646728516,-5.074292182922363,-6.121832847595215,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,68,33,Yes,0.717132568359375,-5.07858943939209,-5.795722007751465,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,95,74,Yes,1.158151626586914,-5.211199760437012,-6.369351387023926,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,54,74,No,-6.327842712402344,-4.443358421325684,1.8844842910766602,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,51,46,Yes,1.520187497138977,-5.036379814147949,-6.556567311286926,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,28,17,Yes,1.0963325500488281,-4.948434829711914,-6.044767379760742,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,65,63,Yes,2.4385318756103516,-5.310175895690918,-7.7487077713012695,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,11,96,No,-5.725222587585449,-4.505290985107422,1.2199316024780273,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,6,14,No,-5.430720329284668,-4.234292030334473,1.1964282989501953,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,19,80,No,-5.479578971862793,-4.687731742858887,0.7918472290039062,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,20,87,No,-6.063488960266113,-4.696784973144531,1.366703987121582,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,54,76,No,-6.320456504821777,-4.580401420593262,1.7400550842285156,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,8,49,No,-5.578843116760254,-4.172515869140625,1.406327247619629,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,48,76,No,-6.564083099365234,-4.6731414794921875,1.8909416198730469,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,59,67,No,-6.450076103210449,-4.51502799987793,1.9350481033325195,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,32,70,No,-5.934089660644531,-4.657967567443848,1.2761220932006836,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,1,87,No,-5.289350509643555,-4.62254524230957,0.6668052673339844,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,92,14,Yes,0.8124027848243713,-4.7998504638671875,-5.612253248691559,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,87,68,Yes,0.3942261338233948,-5.009657859802246,-5.403883993625641,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,96,34,Yes,0.20197683572769165,-4.785122871398926,-4.987099707126617,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,98,82,Yes,0.6712417006492615,-5.20213508605957,-5.873376786708832,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,43,14,Yes,0.9104346632957458,-4.900992393493652,-5.811427056789398,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,37,55,No,-6.00572395324707,-4.615998268127441,1.389725685119629,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,20,58,No,-5.91959285736084,-4.334247589111328,1.5853452682495117,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,0,92,No,-4.599269866943359,-3.33022403717041,1.2690458297729492,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,92,33,Yes,0.8771342635154724,-5.099885940551758,-5.97702020406723,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,64,97,No,-6.222475051879883,-4.555794715881348,1.6666803359985352,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,22,64,No,-5.49226188659668,-4.450798988342285,1.0414628982543945,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,13,80,No,-5.540628433227539,-4.564574241638184,0.9760541915893555,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,38,81,No,-6.230534553527832,-4.721368789672852,1.5091657638549805,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,64,77,No,-6.302212715148926,-4.776406288146973,1.5258064270019531,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,25,19,Yes,2.070505142211914,-5.096521377563477,-7.167026519775391,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,47,97,No,-5.615780830383301,-4.143765449523926,1.472015380859375,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,minus,clean,20,69,No,-5.558869361877441,-4.777867317199707,0.7810020446777344,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,81,14,Yes,1.127035140991211,5.130522727966309,4.003487586975098,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,3,94,No,-5.134306907653809,3.8952484130859375,9.029555320739746,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,35,31,Yes,1.404794692993164,5.4731855392456055,4.068390846252441,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,28,17,Yes,1.0963325500488281,5.31766414642334,4.221331596374512,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,94,13,Yes,0.8862418532371521,4.934526443481445,4.048284590244293,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,86,94,No,-6.474421501159668,4.029303550720215,10.503725051879883,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,69,11,Yes,0.2626323103904724,5.075216293334961,4.8125839829444885,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,75,54,Yes,1.0727272033691406,5.316396713256836,4.243669509887695,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,4,3,Yes,3.3580942153930664,5.957923889160156,2.59982967376709,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,11,27,No,-5.926243782043457,3.9954679012298584,9.921711683273315,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,29,64,No,-5.099917411804199,4.30970573425293,9.409623146057129,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,77,3,Yes,1.2227287292480469,5.627947807312012,4.405219078063965,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,71,25,Yes,0.8394813537597656,5.240130424499512,4.400649070739746,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,91,83,Yes,0.5352612137794495,4.780534744262695,4.245273530483246,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,89,69,Yes,1.185525894165039,4.960559844970703,3.775033950805664,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,53,28,Yes,0.6149234771728516,5.299560546875,4.684637069702148,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,57,75,No,-6.399235725402832,4.249551773071289,10.648787498474121,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,35,0,Yes,2.1565418243408203,5.737237930297852,3.5806961059570312,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,97,20,Yes,1.1587162017822266,5.718853950500488,4.560137748718262,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,89,54,Yes,0.6730442047119141,4.9015607833862305,4.228516578674316,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,43,35,Yes,1.3631610870361328,5.475038528442383,4.11187744140625,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,19,27,No,-6.31627082824707,4.083718299865723,10.399989128112793,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,97,43,Yes,0.98809814453125,5.441770553588867,4.453672409057617,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,13,11,Yes,2.327058792114258,5.6932878494262695,3.3662290573120117,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,48,12,Yes,1.0746231079101562,5.212424278259277,4.137801170349121,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,45,44,Yes,2.2374534606933594,5.427483558654785,3.190030097961426,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,77,33,Yes,0.8327484130859375,5.175683975219727,4.342935562133789,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,5,93,No,-5.376357078552246,3.6992292404174805,9.075586318969727,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,58,68,No,-6.032932281494141,4.174314498901367,10.207246780395508,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,15,48,No,-5.376611709594727,4.333666801452637,9.710278511047363,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,10,70,No,-5.507631301879883,3.9199094772338867,9.42754077911377,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,37,80,No,-5.929571151733398,4.284356117248535,10.213927268981934,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,79,46,Yes,0.144622802734375,4.890602111816406,4.745979309082031,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,73,24,Yes,0.9735260009765625,5.552508354187012,4.578982353210449,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,90,8,Yes,0.9344711899757385,5.258762359619141,4.324291169643402,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,5,84,No,-5.684309959411621,3.5072267055511475,9.191536664962769,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,29,98,No,-5.621943473815918,3.981220245361328,9.603163719177246,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,37,10,Yes,1.5443496704101562,5.572628021240234,4.028278350830078,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,29,12,Yes,1.0513668060302734,5.232068061828613,4.18070125579834,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,48,35,Yes,0.5046061873435974,4.963833808898926,4.459227621555328,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,58,81,No,-6.9828948974609375,3.854227066040039,10.837121963500977,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,46,20,Yes,0.2734680771827698,4.805871963500977,4.532403886318207,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,47,45,Yes,1.8690603971481323,5.664708137512207,3.7956477403640747,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,26,85,No,-5.902400970458984,3.797787666320801,9.700188636779785,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,34,89,No,-6.638179779052734,3.9926235675811768,10.630803346633911,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,87,82,Yes,0.9193630814552307,4.979192733764648,4.059829652309418,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,9,77,No,-5.516168594360352,4.1098222732543945,9.625990867614746,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,81,21,Yes,0.9584923386573792,5.109818458557129,4.15132611989975,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,68,93,No,-6.617491722106934,3.6387767791748047,10.256268501281738,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,31,20,Yes,1.2988109588623047,5.210721015930176,3.911910057067871,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,59,48,Yes,1.262777328491211,5.6780595779418945,4.415282249450684,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,34,81,No,-6.3369035720825195,4.122941017150879,10.459844589233398,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,88,71,Yes,0.7193203568458557,5.016982078552246,4.29766172170639,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,28,87,No,-6.234930038452148,3.8598382472991943,10.094768285751343,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,41,98,No,-6.108375549316406,4.166062355041504,10.27443790435791,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,99,7,Yes,2.2042198181152344,5.754240036010742,3.550020217895508,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,29,4,Yes,0.5395679473876953,5.202248573303223,4.662680625915527,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,40,51,No,-6.551843643188477,3.8953332901000977,10.447176933288574,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,34,8,Yes,0.6491470336914062,5.251794815063477,4.60264778137207,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,27,72,No,-5.445030212402344,3.832010269165039,9.277040481567383,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,91,40,Yes,0.1760978102684021,4.711103439331055,4.535005629062653,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,27,83,No,-6.1482696533203125,3.7547264099121094,9.902996063232422,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,63,50,Yes,1.0064163208007812,5.5063371658325195,4.499920845031738,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,82,58,Yes,0.16611289978027344,4.959957122802734,4.793844223022461,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,18,33,No,-6.062488555908203,3.9716389179229736,10.034127473831177,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,17,31,No,-5.705167770385742,4.102512359619141,9.807680130004883,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,95,71,Yes,1.0475406646728516,5.003228187561035,3.9556875228881836,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,68,33,Yes,0.717132568359375,5.054569244384766,4.337436676025391,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,95,74,Yes,1.158151626586914,5.342609405517578,4.184457778930664,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,54,74,No,-6.327842712402344,3.9879150390625,10.315757751464844,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,51,46,Yes,1.520187497138977,5.5739545822143555,4.053767085075378,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,28,17,Yes,1.0963325500488281,5.31766414642334,4.221331596374512,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,65,63,Yes,2.4385318756103516,5.848008155822754,3.4094762802124023,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,11,96,No,-5.725222587585449,3.9734840393066406,9.69870662689209,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,6,14,No,-5.430720329284668,3.256092071533203,8.686812400817871,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,19,80,No,-5.479578971862793,4.481139183044434,9.960718154907227,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,20,87,No,-6.063488960266113,3.752223014831543,9.815711975097656,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,54,76,No,-6.320456504821777,4.012417793273926,10.332874298095703,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,8,49,No,-5.578843116760254,3.7824084758758545,9.361251592636108,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,48,76,No,-6.564083099365234,3.7441539764404297,10.308237075805664,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,59,67,No,-6.450076103210449,4.2624053955078125,10.712481498718262,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,32,70,No,-5.934089660644531,3.964374542236328,9.89846420288086,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,1,87,No,-5.289350509643555,4.091090202331543,9.380440711975098,1
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,92,14,Yes,0.8124027848243713,4.857917785644531,4.04551500082016,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,87,68,Yes,0.3942261338233948,4.757628440856934,4.363402307033539,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,96,34,Yes,0.20197683572769165,4.601598739624023,4.399621903896332,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,98,82,Yes,0.6712417006492615,5.124007225036621,4.45276552438736,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,43,14,Yes,0.9104346632957458,5.343618392944336,4.43318372964859,0
meta-llama/Meta-Llama-3-8B-Instruct,15,4,10.0,plus,clean,37,55,No,-6.00572395324707,4.323127746582031,10.328851699829102,1
