model_id,layer,head,alpha,direction,prompt_type,a,b,label,base_margin,steered_margin,margin_shift,flipped
google/gemma-2-9b-it,38,14,10.0,minus,clean,35,0,Yes,6.3515625,5.3515625,-1.0,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,97,20,Yes,5.8984375,4.9609375,-0.9375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,89,54,Yes,6.65625,5.6015625,-1.0546875,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,43,35,Yes,6.3125,5.296875,-1.015625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,19,27,No,-4.515625,-5.1328125,-0.6171875,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,97,43,Yes,6.5859375,5.53125,-1.0546875,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,13,11,Yes,5.6328125,4.8046875,-0.828125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,48,12,Yes,5.9296875,4.984375,-0.9453125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,45,44,Yes,6.6640625,5.53125,-1.1328125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,77,33,Yes,6.109375,5.1328125,-0.9765625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,5,93,No,-4.390625,-4.9609375,-0.5703125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,58,68,No,-4.203125,-4.8671875,-0.6640625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,15,48,No,-4.46875,-5.0703125,-0.6015625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,10,70,No,-4.65625,-5.2265625,-0.5703125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,37,80,No,-4.484375,-5.078125,-0.59375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,79,46,Yes,6.46875,5.40625,-1.0625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,73,24,Yes,6.2734375,5.2734375,-1.0,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,90,8,Yes,3.171875,2.6875,-0.484375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,5,84,No,-4.328125,-4.9296875,-0.6015625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,29,98,No,-4.59375,-5.1796875,-0.5859375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,37,10,Yes,6.6875,5.640625,-1.046875,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,29,12,Yes,6.0546875,5.140625,-0.9140625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,48,35,Yes,6.546875,5.4453125,-1.1015625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,58,81,No,-4.28125,-4.8984375,-0.6171875,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,46,20,Yes,6.3671875,5.359375,-1.0078125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,47,45,Yes,6.515625,5.4453125,-1.0703125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,26,85,No,-4.796875,-5.4296875,-0.6328125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,34,89,No,-4.515625,-5.1015625,-0.5859375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,87,82,Yes,6.6796875,5.609375,-1.0703125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,9,77,No,-4.328125,-4.9140625,-0.5859375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,81,21,Yes,5.8125,4.90625,-0.90625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,68,93,No,-4.453125,-5.078125,-0.625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,31,20,Yes,6.5390625,5.5234375,-1.015625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,59,48,Yes,6.4296875,5.3828125,-1.046875,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,34,81,No,-4.46875,-5.0703125,-0.6015625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,88,71,Yes,6.2734375,5.28125,-0.9921875,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,28,87,No,-4.65625,-5.28125,-0.625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,41,98,No,-4.75,-5.3359375,-0.5859375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,99,7,Yes,3.970703125,3.361328125,-0.609375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,29,4,Yes,-1.421875,-1.75,-0.328125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,40,51,No,-4.765625,-5.34375,-0.578125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,34,8,Yes,3.125,2.71875,-0.40625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,27,72,No,-4.5,-5.1171875,-0.6171875,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,91,40,Yes,6.421875,5.421875,-1.0,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,27,83,No,-4.609375,-5.25,-0.640625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,63,50,Yes,6.2265625,5.1875,-1.0390625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,82,58,Yes,6.265625,5.265625,-1.0,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,18,33,No,-4.765625,-5.40625,-0.640625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,17,31,No,-4.4375,-5.03125,-0.59375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,95,71,Yes,6.28125,5.28125,-1.0,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,68,33,Yes,6.140625,5.15625,-0.984375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,95,74,Yes,6.71875,5.6484375,-1.0703125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,54,74,No,-4.421875,-5.0859375,-0.6640625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,51,46,Yes,6.7578125,5.65625,-1.1015625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,28,17,Yes,6.1875,5.1953125,-0.9921875,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,65,63,Yes,6.484375,5.421875,-1.0625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,11,96,No,-4.28125,-4.875,-0.59375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,6,14,No,-4.4375,-5.046875,-0.609375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,19,80,No,-4.515625,-5.09375,-0.578125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,20,87,No,-4.328125,-4.9375,-0.609375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,54,76,No,-4.578125,-5.2109375,-0.6328125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,8,49,No,-4.078125,-4.65625,-0.578125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,48,76,No,-4.734375,-5.3515625,-0.6171875,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,59,67,No,-4.3125,-4.9296875,-0.6171875,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,32,70,No,-4.75,-5.3125,-0.5625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,1,87,No,-4.703125,-5.234375,-0.53125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,92,14,Yes,4.984375,4.171875,-0.8125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,87,68,Yes,6.7265625,5.640625,-1.0859375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,96,34,Yes,6.3203125,5.296875,-1.0234375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,98,82,Yes,5.6015625,4.78125,-0.8203125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,43,14,Yes,6.09375,5.140625,-0.953125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,37,55,No,-4.46875,-5.046875,-0.578125,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,20,58,No,-4.34375,-4.9296875,-0.5859375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,0,92,No,-5.15625,-5.75,-0.59375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,92,33,Yes,6.2109375,5.2265625,-0.984375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,64,97,No,-4.65625,-5.2578125,-0.6015625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,22,64,No,-4.609375,-5.203125,-0.59375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,13,80,No,-4.484375,-5.046875,-0.5625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,38,81,No,-4.46875,-5.0703125,-0.6015625,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,64,77,No,-4.578125,-5.1875,-0.609375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,25,19,Yes,6.0625,5.1328125,-0.9296875,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,47,97,No,-4.5,-5.0859375,-0.5859375,0
google/gemma-2-9b-it,38,14,10.0,minus,clean,20,69,No,-4.578125,-5.1640625,-0.5859375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,81,14,Yes,0.734375,1.1728515625,0.4384765625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,3,94,No,-4.53125,-3.642578125,0.888671875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,35,31,Yes,6.3984375,8.1328125,1.734375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,28,17,Yes,6.1875,7.89453125,1.70703125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,94,13,Yes,4.546875,5.8984375,1.3515625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,86,94,No,-4.390625,-3.46875,0.921875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,69,11,Yes,0.6240234375,0.984375,0.3603515625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,75,54,Yes,6.0546875,7.74609375,1.69140625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,4,3,Yes,7.1953125,9.125,1.9296875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,11,27,No,-4.546875,-3.671875,0.875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,29,64,No,-4.578125,-3.669921875,0.908203125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,77,3,Yes,5.25,6.9296875,1.6796875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,71,25,Yes,6.1796875,7.8828125,1.703125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,91,83,Yes,5.984375,7.58984375,1.60546875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,89,69,Yes,6.75,8.5234375,1.7734375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,53,28,Yes,6.9453125,8.6796875,1.734375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,57,75,No,-4.3125,-3.40625,0.90625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,35,0,Yes,6.3515625,8.0703125,1.71875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,97,20,Yes,5.8984375,7.5,1.6015625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,89,54,Yes,6.65625,8.4140625,1.7578125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,43,35,Yes,6.3125,8.078125,1.765625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,19,27,No,-4.515625,-3.609375,0.90625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,97,43,Yes,6.5859375,8.2734375,1.6875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,13,11,Yes,5.6328125,7.1640625,1.53125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,48,12,Yes,5.9296875,7.6171875,1.6875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,45,44,Yes,6.6640625,8.5625,1.8984375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,77,33,Yes,6.109375,7.85546875,1.74609375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,5,93,No,-4.390625,-3.498046875,0.892578125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,58,68,No,-4.203125,-3.296875,0.90625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,15,48,No,-4.46875,-3.5625,0.90625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,10,70,No,-4.65625,-3.765625,0.890625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,37,80,No,-4.484375,-3.578125,0.90625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,79,46,Yes,6.46875,8.1796875,1.7109375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,73,24,Yes,6.2734375,7.953125,1.6796875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,90,8,Yes,3.171875,4.15625,0.984375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,5,84,No,-4.328125,-3.455078125,0.873046875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,29,98,No,-4.59375,-3.671875,0.921875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,37,10,Yes,6.6875,8.4453125,1.7578125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,29,12,Yes,6.0546875,7.71484375,1.66015625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,48,35,Yes,6.546875,8.359375,1.8125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,58,81,No,-4.28125,-3.359375,0.921875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,46,20,Yes,6.3671875,8.0859375,1.71875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,47,45,Yes,6.515625,8.328125,1.8125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,26,85,No,-4.796875,-3.859375,0.9375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,34,89,No,-4.515625,-3.609375,0.90625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,87,82,Yes,6.6796875,8.4375,1.7578125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,9,77,No,-4.328125,-3.421875,0.90625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,81,21,Yes,5.8125,7.421875,1.609375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,68,93,No,-4.453125,-3.515625,0.9375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,31,20,Yes,6.5390625,8.2890625,1.75,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,59,48,Yes,6.4296875,8.1796875,1.75,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,34,81,No,-4.46875,-3.578125,0.890625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,88,71,Yes,6.2734375,7.984375,1.7109375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,28,87,No,-4.65625,-3.673828125,0.982421875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,41,98,No,-4.75,-3.8125,0.9375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,99,7,Yes,3.970703125,5.2109375,1.240234375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,29,4,Yes,-1.421875,-1.0,0.421875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,40,51,No,-4.765625,-3.873046875,0.892578125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,34,8,Yes,3.125,4.0,0.875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,27,72,No,-4.5,-3.59375,0.90625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,91,40,Yes,6.421875,8.09375,1.671875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,27,83,No,-4.609375,-3.669921875,0.939453125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,63,50,Yes,6.2265625,7.9375,1.7109375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,82,58,Yes,6.265625,7.98046875,1.71484375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,18,33,No,-4.765625,-3.857421875,0.908203125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,17,31,No,-4.4375,-3.53125,0.90625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,95,71,Yes,6.28125,7.91796875,1.63671875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,68,33,Yes,6.140625,7.8671875,1.7265625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,95,74,Yes,6.71875,8.4140625,1.6953125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,54,74,No,-4.421875,-3.46875,0.953125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,51,46,Yes,6.7578125,8.5390625,1.78125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,28,17,Yes,6.1875,7.89453125,1.70703125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,65,63,Yes,6.484375,8.265625,1.78125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,11,96,No,-4.28125,-3.421875,0.859375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,6,14,No,-4.4375,-3.484375,0.953125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,19,80,No,-4.515625,-3.623046875,0.892578125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,20,87,No,-4.328125,-3.390625,0.9375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,54,76,No,-4.578125,-3.642578125,0.935546875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,8,49,No,-4.078125,-3.201171875,0.876953125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,48,76,No,-4.734375,-3.828125,0.90625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,59,67,No,-4.3125,-3.404296875,0.908203125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,32,70,No,-4.75,-3.828125,0.921875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,1,87,No,-4.703125,-3.861328125,0.841796875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,92,14,Yes,4.984375,6.4765625,1.4921875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,87,68,Yes,6.7265625,8.484375,1.7578125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,96,34,Yes,6.3203125,8.046875,1.7265625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,98,82,Yes,5.6015625,7.15625,1.5546875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,43,14,Yes,6.09375,7.76953125,1.67578125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,37,55,No,-4.46875,-3.53125,0.9375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,20,58,No,-4.34375,-3.4375,0.90625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,0,92,No,-5.15625,-4.21875,0.9375,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,92,33,Yes,6.2109375,7.88671875,1.67578125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,64,97,No,-4.65625,-3.736328125,0.919921875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,22,64,No,-4.609375,-3.705078125,0.904296875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,13,80,No,-4.484375,-3.595703125,0.888671875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,38,81,No,-4.46875,-3.5625,0.90625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,64,77,No,-4.578125,-3.65625,0.921875,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,25,19,Yes,6.0625,7.70703125,1.64453125,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,47,97,No,-4.5,-3.609375,0.890625,0
google/gemma-2-9b-it,38,14,10.0,plus,clean,20,69,No,-4.578125,-3.685546875,0.892578125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,81,14,No,-4.1875,-4.75,-0.5625,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,3,94,Yes,5.203125,4.2265625,-0.9765625,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,35,31,No,-4.328125,-4.890625,-0.5625,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,28,17,No,-4.609375,-5.1953125,-0.5859375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,94,13,No,-4.3125,-4.890625,-0.578125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,86,94,Yes,6.296875,5.234375,-1.0625,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,69,11,No,-4.546875,-5.09375,-0.546875,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,75,54,No,-4.546875,-5.125,-0.578125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,4,3,No,-5.0703125,-5.6640625,-0.59375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,11,27,Yes,5.609375,4.6796875,-0.9296875,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,29,64,Yes,6.296875,5.1953125,-1.1015625,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,77,3,No,-4.6875,-5.2421875,-0.5546875,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,71,25,No,-4.65625,-5.234375,-0.578125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,91,83,No,-4.21875,-4.8125,-0.59375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,89,69,No,-5.0234375,-5.5859375,-0.5625,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,53,28,No,-4.640625,-5.265625,-0.625,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,57,75,Yes,6.0390625,5.015625,-1.0234375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,35,0,No,-5.1484375,-5.671875,-0.5234375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,97,20,No,-4.34375,-4.921875,-0.578125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,89,54,No,-4.5,-5.109375,-0.609375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,43,35,No,-4.484375,-5.0546875,-0.5703125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,19,27,Yes,4.8671875,4.109375,-0.7578125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,97,43,No,-4.53125,-5.09375,-0.5625,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,13,11,No,-4.6875,-5.265625,-0.578125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,48,12,No,-4.28125,-4.84375,-0.5625,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,45,44,No,-4.5,-5.0859375,-0.5859375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,77,33,No,-4.7734375,-5.34375,-0.5703125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,5,93,Yes,5.1953125,4.2734375,-0.921875,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,58,68,Yes,6.1171875,5.046875,-1.0703125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,15,48,Yes,6.3046875,5.2109375,-1.09375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,10,70,Yes,5.7734375,4.78125,-0.9921875,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,37,80,Yes,6.703125,5.578125,-1.125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,79,46,No,-4.40625,-5.0,-0.59375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,73,24,No,-4.625,-5.203125,-0.578125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,90,8,No,-4.765625,-5.3125,-0.546875,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,5,84,Yes,4.6953125,3.859375,-0.8359375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,29,98,Yes,5.703125,4.765625,-0.9375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,37,10,No,-4.5625,-5.15625,-0.59375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,29,12,No,-4.5,-5.1015625,-0.6015625,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,48,35,No,-4.359375,-4.9375,-0.578125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,58,81,Yes,6.125,5.078125,-1.046875,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,46,20,No,-4.296875,-4.890625,-0.59375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,47,45,No,-4.53125,-5.09375,-0.5625,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,26,85,Yes,6.8046875,5.6484375,-1.15625,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,34,89,Yes,6.859375,5.671875,-1.1875,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,87,82,No,-4.203125,-4.8125,-0.609375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,9,77,Yes,-2.5625,-2.982421875,-0.419921875,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,81,21,No,-4.5625,-5.1484375,-0.5859375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,68,93,Yes,6.5546875,5.4375,-1.1171875,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,31,20,No,-4.5625,-5.140625,-0.578125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,59,48,No,-4.46875,-5.0625,-0.59375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,34,81,Yes,6.1171875,5.0859375,-1.03125,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,88,71,No,-4.453125,-5.0390625,-0.5859375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,28,87,Yes,6.46875,5.375,-1.09375,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,41,98,Yes,6.2265625,5.1796875,-1.046875,0
google/gemma-2-9b-it,38,14,10.0,minus,corrupt,99,7,No,-4.375,-4.8984375,-0.5234375,0
