prompt_type,direction,alpha,prompt,base_margin,steered_margin,margin_shift,flipped,layer,head,seed,n
clean,plus,10.0,Is 3971 > 1674? Answer:,2.3203125,-0.2265625,-2.546875,1,24,5,42,100
clean,plus,10.0,Is 6080 > 4403? Answer:,2.9453125,0.828125,-2.1171875,0,24,5,42,100
clean,plus,10.0,Is 9462 > 4699? Answer:,2.625,0.6328125,-1.9921875,0,24,5,42,100
clean,plus,10.0,Is 2446 > 2204? Answer:,2.28125,0.125,-2.15625,0,24,5,42,100
clean,plus,10.0,Is 6667 > 4969? Answer:,3.3046875,1.0390625,-2.265625,0,24,5,42,100
clean,plus,10.0,Is 1875 > 1273? Answer:,2.91796875,0.421875,-2.49609375,0,24,5,42,100
clean,plus,10.0,Is 7910 > 6751? Answer:,3.09375,0.9765625,-2.1171875,0,24,5,42,100
clean,plus,10.0,Is 4916 > 4152? Answer:,2.86328125,0.6875,-2.17578125,0,24,5,42,100
clean,plus,10.0,Is 8575 > 3935? Answer:,2.9375,0.8515625,-2.0859375,0,24,5,42,100
clean,plus,10.0,Is 9082 > 3330? Answer:,2.48046875,0.53125,-1.94921875,0,24,5,42,100
clean,plus,10.0,Is 3156 > 2472? Answer:,2.54296875,0.234375,-2.30859375,0,24,5,42,100
clean,plus,10.0,Is 6730 > 1800? Answer:,2.59765625,0.2890625,-2.30859375,0,24,5,42,100
clean,plus,10.0,Is 8494 > 2498? Answer:,2.2578125,0.109375,-2.1484375,0,24,5,42,100
clean,plus,10.0,Is 8244 > 1053? Answer:,1.6328125,-0.8515625,-2.484375,1,24,5,42,100
clean,plus,10.0,Is 8171 > 6643? Answer:,2.80078125,0.5078125,-2.29296875,0,24,5,42,100
clean,plus,10.0,Is 8023 > 5669? Answer:,2.8515625,0.5078125,-2.34375,0,24,5,42,100
clean,plus,10.0,Is 5244 > 3993? Answer:,3.1171875,1.1484375,-1.96875,0,24,5,42,100
clean,plus,10.0,Is 3494 > 2947? Answer:,3.03515625,0.7890625,-2.24609375,0,24,5,42,100
clean,plus,10.0,Is 6000 > 3295? Answer:,3.28125,0.9609375,-2.3203125,0,24,5,42,100
clean,plus,10.0,Is 5550 > 3588? Answer:,3.12890625,1.2578125,-1.87109375,0,24,5,42,100
clean,plus,10.0,Is 1335 > 1046? Answer:,3.29296875,1.125,-2.16796875,0,24,5,42,100
clean,plus,10.0,Is 3209 > 1253? Answer:,2.79296875,0.5234375,-2.26953125,0,24,5,42,100
clean,plus,10.0,Is 4956 > 3644? Answer:,2.640625,0.2890625,-2.3515625,0,24,5,42,100
clean,plus,10.0,Is 6889 > 3774? Answer:,2.87890625,0.5546875,-2.32421875,0,24,5,42,100
clean,plus,10.0,Is 8695 > 5350? Answer:,2.44921875,0.25,-2.19921875,0,24,5,42,100
clean,plus,10.0,Is 1712 > 1545? Answer:,2.8515625,0.59375,-2.2578125,0,24,5,42,100
clean,plus,10.0,Is 6171 > 4282? Answer:,3.359375,1.0703125,-2.2890625,0,24,5,42,100
clean,plus,10.0,Is 6088 > 3817? Answer:,3.04296875,0.953125,-2.08984375,0,24,5,42,100
clean,plus,10.0,Is 1815 > 1456? Answer:,3.078125,0.5390625,-2.5390625,0,24,5,42,100
clean,plus,10.0,Is 8154 > 3174? Answer:,2.6015625,0.2890625,-2.3125,0,24,5,42,100
clean,plus,10.0,Is 6425 > 1167? Answer:,2.28515625,-0.3359375,-2.62109375,1,24,5,42,100
clean,plus,10.0,Is 4127 > 2366? Answer:,3.2265625,1.09375,-2.1328125,0,24,5,42,100
clean,plus,10.0,Is 9844 > 2898? Answer:,2.0078125,-0.328125,-2.3359375,1,24,5,42,100
clean,plus,10.0,Is 3488 > 2016? Answer:,1.5546875,-0.3359375,-1.890625,1,24,5,42,100
clean,plus,10.0,Is 9933 > 8624? Answer:,2.61328125,0.3203125,-2.29296875,0,24,5,42,100
clean,plus,10.0,Is 1312 > 1073? Answer:,1.9453125,-0.3046875,-2.25,1,24,5,42,100
clean,plus,10.0,Is 8395 > 1431? Answer:,2.375,-0.0078125,-2.3828125,1,24,5,42,100
clean,plus,10.0,Is 8701 > 3167? Answer:,2.50390625,0.2265625,-2.27734375,0,24,5,42,100
clean,plus,10.0,Is 9258 > 3424? Answer:,2.46875,0.28125,-2.1875,0,24,5,42,100
clean,plus,10.0,Is 4908 > 3587? Answer:,3.41015625,1.390625,-2.01953125,0,24,5,42,100
clean,plus,10.0,Is 2136 > 1633? Answer:,2.65234375,0.3984375,-2.25390625,0,24,5,42,100
clean,plus,10.0,Is 5545 > 4563? Answer:,2.703125,0.6640625,-2.0390625,0,24,5,42,100
clean,plus,10.0,Is 9964 > 6955? Answer:,2.6171875,0.359375,-2.2578125,0,24,5,42,100
clean,plus,10.0,Is 4682 > 2496? Answer:,2.9609375,0.9609375,-2.0,0,24,5,42,100
clean,plus,10.0,Is 4761 > 4062? Answer:,2.7734375,0.328125,-2.4453125,0,24,5,42,100
clean,plus,10.0,Is 3890 > 1482? Answer:,2.859375,0.59375,-2.265625,0,24,5,42,100
clean,plus,10.0,Is 4008 > 1068? Answer:,2.109375,-0.2421875,-2.3515625,1,24,5,42,100
clean,plus,10.0,Is 1955 > 1086? Answer:,-0.3046875,-1.875,-1.5703125,0,24,5,42,100
clean,plus,10.0,Is 7943 > 6016? Answer:,3.1953125,1.0546875,-2.140625,0,24,5,42,100
clean,plus,10.0,Is 7270 > 3896? Answer:,3.2109375,1.265625,-1.9453125,0,24,5,42,100
clean,plus,10.0,Is 7453 > 2040? Answer:,2.5234375,0.140625,-2.3828125,0,24,5,42,100
clean,plus,10.0,Is 9105 > 5061? Answer:,2.5078125,0.3203125,-2.1875,0,24,5,42,100
clean,plus,10.0,Is 9442 > 2285? Answer:,1.8671875,-0.578125,-2.4453125,1,24,5,42,100
clean,plus,10.0,Is 5475 > 4116? Answer:,3.3671875,1.2890625,-2.078125,0,24,5,42,100
clean,plus,10.0,Is 5460 > 2990? Answer:,3.125,1.21875,-1.90625,0,24,5,42,100
clean,plus,10.0,Is 2495 > 1570? Answer:,2.78125,0.65625,-2.125,0,24,5,42,100
clean,plus,10.0,Is 3148 > 1647? Answer:,2.97265625,0.6328125,-2.33984375,0,24,5,42,100
clean,plus,10.0,Is 7153 > 4878? Answer:,3.3203125,0.8125,-2.5078125,0,24,5,42,100
clean,plus,10.0,Is 6464 > 2977? Answer:,3.1640625,0.6953125,-2.46875,0,24,5,42,100
clean,plus,10.0,Is 9637 > 1757? Answer:,1.671875,-0.625,-2.296875,1,24,5,42,100
clean,plus,10.0,Is 4083 > 1363? Answer:,2.609375,0.234375,-2.375,0,24,5,42,100
clean,plus,10.0,Is 4050 > 3934? Answer:,2.8125,0.5859375,-2.2265625,0,24,5,42,100
clean,minus,-10.0,Is 1803 > 1622? Answer:,2.703125,3.84765625,1.14453125,0,24,5,42,100
clean,minus,-10.0,Is 6891 > 3585? Answer:,3.07421875,4.0078125,0.93359375,0,24,5,42,100
clean,minus,-10.0,Is 4897 > 4346? Answer:,3.09765625,4.08203125,0.984375,0,24,5,42,100
clean,minus,-10.0,Is 1773 > 1539? Answer:,3.23828125,4.078125,0.83984375,0,24,5,42,100
clean,minus,-10.0,Is 2813 > 1170? Answer:,2.8125,3.765625,0.953125,0,24,5,42,100
clean,minus,-10.0,Is 5738 > 5623? Answer:,2.765625,3.8203125,1.0546875,0,24,5,42,100
clean,minus,-10.0,Is 7621 > 6040? Answer:,2.7734375,3.8046875,1.03125,0,24,5,42,100
clean,minus,-10.0,Is 7457 > 6076? Answer:,3.44921875,4.265625,0.81640625,0,24,5,42,100
clean,minus,-10.0,Is 5619 > 1591? Answer:,2.83984375,3.8125,0.97265625,0,24,5,42,100
clean,minus,-10.0,Is 8557 > 4404? Answer:,2.23828125,3.4296875,1.19140625,0,24,5,42,100
clean,minus,-10.0,Is 5503 > 2670? Answer:,2.73828125,3.76953125,1.03125,0,24,5,42,100
clean,minus,-10.0,Is 2642 > 2522? Answer:,1.6484375,3.0859375,1.4375,0,24,5,42,100
clean,minus,-10.0,Is 8034 > 5529? Answer:,3.0234375,3.97265625,0.94921875,0,24,5,42,100
clean,minus,-10.0,Is 4621 > 3980? Answer:,2.9296875,3.83203125,0.90234375,0,24,5,42,100
clean,minus,-10.0,Is 5908 > 3176? Answer:,2.8984375,3.8046875,0.90625,0,24,5,42,100
clean,minus,-10.0,Is 5054 > 1921? Answer:,2.796875,3.76953125,0.97265625,0,24,5,42,100
clean,minus,-10.0,Is 1829 > 1460? Answer:,2.72265625,3.69140625,0.96875,0,24,5,42,100
clean,minus,-10.0,Is 8991 > 1510? Answer:,1.6875,3.09375,1.40625,0,24,5,42,100
clean,minus,-10.0,Is 8724 > 7393? Answer:,2.2734375,3.4609375,1.1875,0,24,5,42,100
clean,minus,-10.0,Is 3490 > 2573? Answer:,3.0390625,3.9296875,0.890625,0,24,5,42,100
clean,minus,-10.0,Is 2487 > 2128? Answer:,2.9453125,3.8828125,0.9375,0,24,5,42,100
clean,minus,-10.0,Is 7304 > 3235? Answer:,2.81640625,3.83203125,1.015625,0,24,5,42,100
clean,minus,-10.0,Is 1611 > 1594? Answer:,2.37109375,3.7109375,1.33984375,0,24,5,42,100
clean,minus,-10.0,Is 5011 > 4583? Answer:,3.015625,3.96875,0.953125,0,24,5,42,100
clean,minus,-10.0,Is 7101 > 5749? Answer:,3.234375,4.140625,0.90625,0,24,5,42,100
clean,minus,-10.0,Is 7839 > 2331? Answer:,2.8203125,3.6796875,0.859375,0,24,5,42,100
clean,minus,-10.0,Is 4275 > 2528? Answer:,2.8828125,3.8984375,1.015625,0,24,5,42,100
clean,minus,-10.0,Is 5480 > 1196? Answer:,2.1015625,3.3046875,1.203125,0,24,5,42,100
clean,minus,-10.0,Is 5919 > 1759? Answer:,2.2109375,3.35546875,1.14453125,0,24,5,42,100
clean,minus,-10.0,Is 7690 > 5570? Answer:,3.23046875,4.0546875,0.82421875,0,24,5,42,100
clean,minus,-10.0,Is 9302 > 7183? Answer:,2.546875,3.546875,1.0,0,24,5,42,100
clean,minus,-10.0,Is 4299 > 4192? Answer:,2.76953125,3.9140625,1.14453125,0,24,5,42,100
clean,minus,-10.0,Is 4697 > 2204? Answer:,2.51953125,3.70703125,1.1875,0,24,5,42,100
clean,minus,-10.0,Is 9149 > 4019? Answer:,2.6484375,3.578125,0.9296875,0,24,5,42,100
clean,minus,-10.0,Is 1687 > 1323? Answer:,2.81640625,3.83203125,1.015625,0,24,5,42,100
clean,minus,-10.0,Is 8161 > 2356? Answer:,2.2265625,3.33203125,1.10546875,0,24,5,42,100
clean,minus,-10.0,Is 5166 > 1541? Answer:,2.6484375,3.75390625,1.10546875,0,24,5,42,100
clean,minus,-10.0,Is 7178 > 3939? Answer:,2.78125,3.87109375,1.08984375,0,24,5,42,100
clean,minus,-10.0,Is 3971 > 1674? Answer:,2.3203125,3.55859375,1.23828125,0,24,5,42,100
clean,minus,-10.0,Is 6080 > 4403? Answer:,2.9453125,3.875,0.9296875,0,24,5,42,100
clean,minus,-10.0,Is 9462 > 4699? Answer:,2.625,3.5625,0.9375,0,24,5,42,100
clean,minus,-10.0,Is 2446 > 2204? Answer:,2.28125,3.484375,1.203125,0,24,5,42,100
clean,minus,-10.0,Is 6667 > 4969? Answer:,3.3046875,4.2265625,0.921875,0,24,5,42,100
clean,minus,-10.0,Is 1875 > 1273? Answer:,2.91796875,4.015625,1.09765625,0,24,5,42,100
clean,minus,-10.0,Is 7910 > 6751? Answer:,3.09375,4.015625,0.921875,0,24,5,42,100
clean,minus,-10.0,Is 4916 > 4152? Answer:,2.86328125,3.83203125,0.96875,0,24,5,42,100
clean,minus,-10.0,Is 8575 > 3935? Answer:,2.9375,3.828125,0.890625,0,24,5,42,100
clean,minus,-10.0,Is 9082 > 3330? Answer:,2.48046875,3.36328125,0.8828125,0,24,5,42,100
clean,minus,-10.0,Is 3156 > 2472? Answer:,2.54296875,3.6171875,1.07421875,0,24,5,42,100
clean,minus,-10.0,Is 6730 > 1800? Answer:,2.59765625,3.6640625,1.06640625,0,24,5,42,100
clean,minus,-10.0,Is 8494 > 2498? Answer:,2.2578125,3.30078125,1.04296875,0,24,5,42,100
clean,minus,-10.0,Is 8244 > 1053? Answer:,1.6328125,3.2109375,1.578125,0,24,5,42,100
clean,minus,-10.0,Is 8171 > 6643? Answer:,2.80078125,3.7890625,0.98828125,0,24,5,42,100
clean,minus,-10.0,Is 8023 > 5669? Answer:,2.8515625,3.796875,0.9453125,0,24,5,42,100
clean,minus,-10.0,Is 5244 > 3993? Answer:,3.1171875,4.0078125,0.890625,0,24,5,42,100
clean,minus,-10.0,Is 3494 > 2947? Answer:,3.03515625,3.9765625,0.94140625,0,24,5,42,100
clean,minus,-10.0,Is 6000 > 3295? Answer:,3.28125,4.2578125,0.9765625,0,24,5,42,100
clean,minus,-10.0,Is 5550 > 3588? Answer:,3.12890625,3.984375,0.85546875,0,24,5,42,100
clean,minus,-10.0,Is 1335 > 1046? Answer:,3.29296875,4.19140625,0.8984375,0,24,5,42,100
clean,minus,-10.0,Is 3209 > 1253? Answer:,2.79296875,3.79296875,1.0,0,24,5,42,100
clean,minus,-10.0,Is 4956 > 3644? Answer:,2.640625,3.75,1.109375,0,24,5,42,100
clean,minus,-10.0,Is 6889 > 3774? Answer:,2.87890625,3.8515625,0.97265625,0,24,5,42,100
clean,minus,-10.0,Is 8695 > 5350? Answer:,2.44921875,3.53125,1.08203125,0,24,5,42,100
clean,minus,-10.0,Is 1712 > 1545? Answer:,2.8515625,3.8984375,1.046875,0,24,5,42,100
clean,minus,-10.0,Is 6171 > 4282? Answer:,3.359375,4.2578125,0.8984375,0,24,5,42,100
clean,minus,-10.0,Is 6088 > 3817? Answer:,3.04296875,3.9375,0.89453125,0,24,5,42,100
clean,minus,-10.0,Is 1815 > 1456? Answer:,3.078125,4.140625,1.0625,0,24,5,42,100
clean,minus,-10.0,Is 8154 > 3174? Answer:,2.6015625,3.59375,0.9921875,0,24,5,42,100
clean,minus,-10.0,Is 6425 > 1167? Answer:,2.28515625,3.53125,1.24609375,0,24,5,42,100
clean,minus,-10.0,Is 4127 > 2366? Answer:,3.2265625,4.1015625,0.875,0,24,5,42,100
clean,minus,-10.0,Is 9844 > 2898? Answer:,2.0078125,3.19921875,1.19140625,0,24,5,42,100
clean,minus,-10.0,Is 3488 > 2016? Answer:,1.5546875,2.81640625,1.26171875,0,24,5,42,100
clean,minus,-10.0,Is 9933 > 8624? Answer:,2.61328125,3.68359375,1.0703125,0,24,5,42,100
clean,minus,-10.0,Is 1312 > 1073? Answer:,1.9453125,3.390625,1.4453125,0,24,5,42,100
clean,minus,-10.0,Is 8395 > 1431? Answer:,2.375,3.48828125,1.11328125,0,24,5,42,100
clean,minus,-10.0,Is 8701 > 3167? Answer:,2.50390625,3.51953125,1.015625,0,24,5,42,100
clean,minus,-10.0,Is 9258 > 3424? Answer:,2.46875,3.5,1.03125,0,24,5,42,100
clean,minus,-10.0,Is 4908 > 3587? Answer:,3.41015625,4.2421875,0.83203125,0,24,5,42,100
clean,minus,-10.0,Is 2136 > 1633? Answer:,2.65234375,3.75,1.09765625,0,24,5,42,100
clean,minus,-10.0,Is 5545 > 4563? Answer:,2.703125,3.68359375,0.98046875,0,24,5,42,100
clean,minus,-10.0,Is 9964 > 6955? Answer:,2.6171875,3.6796875,1.0625,0,24,5,42,100
clean,minus,-10.0,Is 4682 > 2496? Answer:,2.9609375,3.8203125,0.859375,0,24,5,42,100
clean,minus,-10.0,Is 4761 > 4062? Answer:,2.7734375,3.890625,1.1171875,0,24,5,42,100
clean,minus,-10.0,Is 3890 > 1482? Answer:,2.859375,3.8046875,0.9453125,0,24,5,42,100
clean,minus,-10.0,Is 4008 > 1068? Answer:,2.109375,3.3359375,1.2265625,0,24,5,42,100
clean,minus,-10.0,Is 1955 > 1086? Answer:,-0.3046875,2.140625,2.4453125,1,24,5,42,100
clean,minus,-10.0,Is 7943 > 6016? Answer:,3.1953125,4.1328125,0.9375,0,24,5,42,100
clean,minus,-10.0,Is 7270 > 3896? Answer:,3.2109375,4.0078125,0.796875,0,24,5,42,100
clean,minus,-10.0,Is 7453 > 2040? Answer:,2.5234375,3.6484375,1.125,0,24,5,42,100
clean,minus,-10.0,Is 9105 > 5061? Answer:,2.5078125,3.54296875,1.03515625,0,24,5,42,100
clean,minus,-10.0,Is 9442 > 2285? Answer:,1.8671875,3.21875,1.3515625,0,24,5,42,100
clean,minus,-10.0,Is 5475 > 4116? Answer:,3.3671875,4.25390625,0.88671875,0,24,5,42,100
clean,minus,-10.0,Is 5460 > 2990? Answer:,3.125,3.9453125,0.8203125,0,24,5,42,100
clean,minus,-10.0,Is 2495 > 1570? Answer:,2.78125,3.76171875,0.98046875,0,24,5,42,100
clean,minus,-10.0,Is 3148 > 1647? Answer:,2.97265625,3.9296875,0.95703125,0,24,5,42,100
clean,minus,-10.0,Is 7153 > 4878? Answer:,3.3203125,4.25,0.9296875,0,24,5,42,100
clean,minus,-10.0,Is 6464 > 2977? Answer:,3.1640625,4.08203125,0.91796875,0,24,5,42,100
clean,minus,-10.0,Is 9637 > 1757? Answer:,1.671875,3.109375,1.4375,0,24,5,42,100
clean,minus,-10.0,Is 4083 > 1363? Answer:,2.609375,3.671875,1.0625,0,24,5,42,100
clean,minus,-10.0,Is 4050 > 3934? Answer:,2.8125,3.88671875,1.07421875,0,24,5,42,100
corrupt,plus,10.0,Is 1622 > 1803? Answer:,-1.5078125,-2.07421875,-0.56640625,0,24,5,42,100
corrupt,plus,10.0,Is 3585 > 6891? Answer:,-2.25,-2.76171875,-0.51171875,0,24,5,42,100
corrupt,plus,10.0,Is 4346 > 4897? Answer:,-2.01953125,-2.3359375,-0.31640625,0,24,5,42,100
corrupt,plus,10.0,Is 1539 > 1773? Answer:,-1.6640625,-2.17578125,-0.51171875,0,24,5,42,100
corrupt,plus,10.0,Is 1170 > 2813? Answer:,-1.63671875,-2.5078125,-0.87109375,0,24,5,42,100
corrupt,plus,10.0,Is 5623 > 5738? Answer:,-2.16796875,-2.59375,-0.42578125,0,24,5,42,100
corrupt,plus,10.0,Is 6040 > 7621? Answer:,-1.90234375,-2.26953125,-0.3671875,0,24,5,42,100
corrupt,plus,10.0,Is 6076 > 7457? Answer:,-2.109375,-2.4296875,-0.3203125,0,24,5,42,100
corrupt,plus,10.0,Is 1591 > 5619? Answer:,-2.203125,-2.8359375,-0.6328125,0,24,5,42,100
corrupt,plus,10.0,Is 4404 > 8557? Answer:,-2.1484375,-2.59765625,-0.44921875,0,24,5,42,100
corrupt,plus,10.0,Is 2670 > 5503? Answer:,-2.1484375,-2.7109375,-0.5625,0,24,5,42,100
corrupt,plus,10.0,Is 2522 > 2642? Answer:,-0.515625,-1.6953125,-1.1796875,0,24,5,42,100
corrupt,plus,10.0,Is 5529 > 8034? Answer:,-2.3671875,-2.7734375,-0.40625,0,24,5,42,100
corrupt,plus,10.0,Is 3980 > 4621? Answer:,-1.7578125,-2.33984375,-0.58203125,0,24,5,42,100
corrupt,plus,10.0,Is 3176 > 5908? Answer:,-2.4140625,-2.83203125,-0.41796875,0,24,5,42,100
corrupt,plus,10.0,Is 1921 > 5054? Answer:,-2.00390625,-2.61328125,-0.609375,0,24,5,42,100
corrupt,plus,10.0,Is 1460 > 1829? Answer:,-1.9765625,-2.421875,-0.4453125,0,24,5,42,100
corrupt,plus,10.0,Is 1510 > 8991? Answer:,-1.96875,-2.7109375,-0.7421875,0,24,5,42,100
corrupt,plus,10.0,Is 7393 > 8724? Answer:,-2.0703125,-2.54296875,-0.47265625,0,24,5,42,100
corrupt,plus,10.0,Is 2573 > 3490? Answer:,-1.875,-2.5078125,-0.6328125,0,24,5,42,100
corrupt,plus,10.0,Is 2128 > 2487? Answer:,-2.1484375,-2.44921875,-0.30078125,0,24,5,42,100
corrupt,plus,10.0,Is 3235 > 7304? Answer:,-2.2734375,-2.8125,-0.5390625,0,24,5,42,100
corrupt,plus,10.0,Is 1594 > 1611? Answer:,-1.5390625,-2.25,-0.7109375,0,24,5,42,100
corrupt,plus,10.0,Is 4583 > 5011? Answer:,-1.7578125,-2.265625,-0.5078125,0,24,5,42,100
corrupt,plus,10.0,Is 5749 > 7101? Answer:,-1.84375,-2.453125,-0.609375,0,24,5,42,100
corrupt,plus,10.0,Is 2331 > 7839? Answer:,-2.42578125,-2.95703125,-0.53125,0,24,5,42,100
corrupt,plus,10.0,Is 2528 > 4275? Answer:,-1.6171875,-2.359375,-0.7421875,0,24,5,42,100
corrupt,plus,10.0,Is 1196 > 5480? Answer:,-1.6875,-2.63671875,-0.94921875,0,24,5,42,100
corrupt,plus,10.0,Is 1759 > 5919? Answer:,-2.16796875,-2.75,-0.58203125,0,24,5,42,100
corrupt,plus,10.0,Is 5570 > 7690? Answer:,-2.19140625,-2.609375,-0.41796875,0,24,5,42,100
corrupt,plus,10.0,Is 7183 > 9302? Answer:,-2.3125,-2.67578125,-0.36328125,0,24,5,42,100
corrupt,plus,10.0,Is 4192 > 4299? Answer:,-1.5625,-2.21484375,-0.65234375,0,24,5,42,100
corrupt,plus,10.0,Is 2204 > 4697? Answer:,-2.2265625,-2.72265625,-0.49609375,0,24,5,42,100
corrupt,plus,10.0,Is 4019 > 9149? Answer:,-1.92578125,-2.46875,-0.54296875,0,24,5,42,100
corrupt,plus,10.0,Is 1323 > 1687? Answer:,-1.9453125,-2.43359375,-0.48828125,0,24,5,42,100
corrupt,plus,10.0,Is 2356 > 8161? Answer:,-1.4296875,-2.45703125,-1.02734375,0,24,5,42,100
corrupt,plus,10.0,Is 1541 > 5166? Answer:,-2.015625,-2.86328125,-0.84765625,0,24,5,42,100
corrupt,plus,10.0,Is 3939 > 7178? Answer:,-2.34375,-2.8515625,-0.5078125,0,24,5,42,100
corrupt,plus,10.0,Is 1674 > 3971? Answer:,-1.8046875,-2.51171875,-0.70703125,0,24,5,42,100
corrupt,plus,10.0,Is 4403 > 6080? Answer:,-1.62890625,-2.171875,-0.54296875,0,24,5,42,100
corrupt,plus,10.0,Is 4699 > 9462? Answer:,-2.17578125,-2.6484375,-0.47265625,0,24,5,42,100
corrupt,plus,10.0,Is 2204 > 2446? Answer:,-1.984375,-2.42578125,-0.44140625,0,24,5,42,100
corrupt,plus,10.0,Is 4969 > 6667? Answer:,-1.6875,-2.2265625,-0.5390625,0,24,5,42,100
corrupt,plus,10.0,Is 1273 > 1875? Answer:,-1.1171875,-2.03515625,-0.91796875,0,24,5,42,100
corrupt,plus,10.0,Is 6751 > 7910? Answer:,-1.8203125,-2.3046875,-0.484375,0,24,5,42,100
corrupt,plus,10.0,Is 4152 > 4916? Answer:,-1.234375,-2.0234375,-0.7890625,0,24,5,42,100
corrupt,plus,10.0,Is 3935 > 8575? Answer:,-1.984375,-2.609375,-0.625,0,24,5,42,100
corrupt,plus,10.0,Is 3330 > 9082? Answer:,-2.42578125,-2.90625,-0.48046875,0,24,5,42,100
corrupt,plus,10.0,Is 2472 > 3156? Answer:,-1.78515625,-2.2890625,-0.50390625,0,24,5,42,100
corrupt,plus,10.0,Is 1800 > 6730? Answer:,-2.0703125,-2.66015625,-0.58984375,0,24,5,42,100
corrupt,plus,10.0,Is 2498 > 8494? Answer:,-2.15234375,-2.62890625,-0.4765625,0,24,5,42,100
corrupt,plus,10.0,Is 1053 > 8244? Answer:,-1.55859375,-2.6484375,-1.08984375,0,24,5,42,100
corrupt,plus,10.0,Is 6643 > 8171? Answer:,-1.8046875,-2.296875,-0.4921875,0,24,5,42,100
